user_id,company_id,signup_date,country,acquisition_channel,initial_plan,job_role
usr_2b08e724,cmp_abef1f,2024-08-21,FR,Paid_Search,Trial_Basic,Admin
usr_db6259df,cmp_1abd5f,2024-07-11,IN,Direct,Trial_Basic,Admin
usr_0cb95b61,cmp_348a15,2024-03-19,DE,Organic,Trial_Basic,Viewer
usr_a30e7622,cmp_8e9ace,2024-03-16,FR,Social,Trial_Pro,Member
usr_3299648e,cmp_e33cc8,2024-08-17,US,Direct,Trial_Basic,Member
usr_faa4515d,cmp_9a3dd6,2024-10-11,US,Referral,Trial_Basic,Viewer
usr_58c9c0ef,cmp_392ed0,2024-11-30,ES,Social,Trial_Basic,Member
usr_44eddd01,cmp_873a53,2024-02-07,FR,Paid_Search,Trial_Pro,Member
usr_71ba41d7,cmp_2915ca,2024-10-31,US,Social,Trial_Pro,Viewer
usr_4cb4be3f,cmp_1f00ac,2024-04-07,US,Referral,Trial_Pro,Member
usr_5eeb4835,cmp_67fa20,2024-08-06,FR,Direct,Trial_Basic,Member
usr_fb357f6c,cmp_6a63f0,2024-10-04,IN,Paid_Search,Trial_Pro,Member
usr_89cbef59,cmp_909a26,2024-03-13,DE,Referral,Trial_Pro,Member
usr_24629c85,cmp_216668,2024-06-27,DE,Organic,Trial_Pro,Member
usr_b23a3b1c,cmp_0c7712,2024-09-23,US,Social,Trial_Pro,Viewer
usr_4c28baae,cmp_858770,2024-12-12,US,Organic,Trial_Pro,Admin
usr_77a389d9,cmp_6759cc,2024-01-14,FR,Social,Trial_Pro,Viewer
usr_c88530aa,cmp_d5fdd7,2024-04-02,UK,Email,Trial_Basic,Admin
usr_5ec2accc,cmp_acbe93,2024-12-19,UK,Referral,Trial_Pro,Member
usr_daa00ccc,cmp_02bfb7,2024-03-26,FR,Email,Trial_Basic,Admin
usr_9c239877,cmp_4c6bb8,2024-10-16,IN,Paid_Search,Trial_Pro,Viewer
usr_35162346,cmp_6dc878,2024-03-24,UK,Email,Trial_Pro,Member
usr_627a21f5,cmp_9f7920,2024-02-24,DE,Social,Free,Member
usr_856db738,cmp_0ab1eb,2024-05-06,FR,Referral,Trial_Pro,Admin
usr_d97584cc,cmp_830b80,2024-11-13,ES,Email,Trial_Pro,Member
usr_329cd08a,cmp_e4b817,2024-06-11,UK,Social,Free,Admin
usr_f5965292,cmp_f338e8,2024-04-02,US,Referral,Trial_Basic,Viewer
usr_29fe926b,cmp_c98de7,2024-12-06,FR,Paid_Search,Trial_Basic,Member
usr_b878e021,cmp_bc94e2,2024-04-21,DE,Referral,Trial_Pro,Member
usr_96e310b0,cmp_59de38,2024-09-09,UK,Social,Free,Member
usr_b493e3ee,cmp_05889b,2024-12-23,US,Direct,Trial_Pro,Member
usr_38551c13,cmp_5b7f39,2024-11-28,ES,Email,Trial_Pro,Viewer
usr_2988c6ad,cmp_cd195a,2024-10-08,IN,Organic,Trial_Basic,Viewer
usr_887d9e75,cmp_5a6c43,2024-05-27,US,Social,Trial_Basic,Viewer
usr_6ba31cd6,cmp_9672b1,2024-07-10,US,Paid_Search,Trial_Pro,Admin
usr_234dba3d,cmp_055bed,2024-04-12,FR,Paid_Search,Trial_Basic,Admin
usr_7f88205d,cmp_879c6c,2024-10-09,IN,Direct,Free,Admin
usr_28618d2c,cmp_68b81d,2024-10-25,DE,Direct,Free,Admin
usr_7de9cff0,cmp_20ca99,2024-06-19,IN,Direct,Trial_Pro,Viewer
usr_e9b37a9c,cmp_b1a09b,2024-09-15,UK,Direct,Trial_Basic,Member
usr_ee7a745d,cmp_6a8b7b,2024-08-16,IN,Paid_Search,Trial_Basic,Viewer
usr_cd8e9360,cmp_01d75e,2024-04-15,UK,Organic,Trial_Basic,Member
usr_0742d24f,cmp_5b5d7c,2024-05-21,DE,Referral,Trial_Pro,Admin
usr_eadd77b4,cmp_4a7b18,2024-04-15,DE,Referral,Trial_Basic,Viewer
usr_ce7b2135,cmp_e00218,2024-10-14,IN,Direct,Trial_Pro,Viewer
usr_2130eb32,cmp_b6867f,2024-09-23,FR,Social,Trial_Pro,Member
usr_aa75ab76,cmp_d837c4,2024-11-16,DE,Organic,Trial_Basic,Admin
usr_443f177e,cmp_7cdaf7,2024-06-22,UK,Paid_Search,Free,Member
usr_e2ac1bf7,cmp_d9e951,2024-09-04,DE,Social,Trial_Basic,Member
usr_470b95ba,cmp_a46020,2024-01-20,UK,Referral,Trial_Pro,Admin
usr_eb872370,cmp_71ac47,2024-01-29,IN,Organic,Trial_Pro,Member
usr_92d9864c,cmp_f71cc1,2024-09-18,FR,Direct,Trial_Basic,Admin
usr_a6510c2e,cmp_b7de84,2024-11-14,US,Organic,Trial_Pro,Member
usr_3e2623b0,cmp_34da10,2024-09-15,ES,Paid_Search,Trial_Pro,Member
usr_b0317fa0,cmp_cd7982,2024-10-03,UK,Organic,Trial_Pro,Viewer
usr_a069bf32,cmp_8d013b,2024-02-11,US,Paid_Search,Trial_Pro,Member
usr_fe8844fc,cmp_53fc92,2024-11-21,US,Organic,Free,Member
usr_de07a7ad,cmp_a2ce7d,2024-10-06,UK,Referral,Trial_Basic,Viewer
usr_f3be1d15,cmp_565194,2024-08-23,ES,Paid_Search,Trial_Pro,Admin
usr_8d417617,cmp_880483,2024-04-02,US,Organic,Trial_Basic,Member
usr_c407fc32,cmp_cf4469,2024-07-23,US,Email,Trial_Pro,Admin
usr_58ab5bbb,cmp_9984fc,2024-02-11,UK,Referral,Free,Member
usr_0fefb559,cmp_1149bb,2024-08-03,ES,Direct,Trial_Basic,Member
usr_0ce378f7,cmp_2491f9,2024-02-22,ES,Paid_Search,Trial_Pro,Member
usr_6f319231,cmp_c9ca70,2024-05-14,IN,Paid_Search,Trial_Pro,Admin
usr_fa535d32,cmp_76889d,2024-01-05,ES,Direct,Trial_Basic,Member
usr_78298e89,cmp_145548,2024-01-20,US,Organic,Trial_Basic,Member
usr_6b6269c3,cmp_64a181,2024-11-17,UK,Referral,Trial_Pro,Viewer
usr_dc6e673e,cmp_2c09df,2024-03-12,ES,Organic,Trial_Basic,Member
usr_8f31720d,cmp_7581d2,2024-09-20,FR,Direct,Trial_Basic,Admin
usr_9723726e,cmp_38801a,2024-08-05,IN,Direct,Trial_Pro,Member
usr_0e014d90,cmp_259f3f,2024-12-13,DE,Paid_Search,Free,Member
usr_302745f0,cmp_6ef2d3,2024-01-08,DE,Organic,Trial_Basic,Viewer
usr_fa1e4003,cmp_b2458c,2024-06-14,ES,Referral,Trial_Basic,Admin
usr_98eea2f8,cmp_ccb95f,2024-02-20,IN,Referral,Free,Admin
usr_5d189ad2,cmp_834d45,2024-09-09,US,Referral,Trial_Basic,Admin
usr_0c551dd0,cmp_6148fa,2024-10-20,DE,Social,Trial_Pro,Viewer
usr_62f66209,cmp_550595,2024-09-24,US,Email,Trial_Basic,Member
usr_e4c428cc,cmp_acfab3,2024-04-06,IN,Referral,Trial_Pro,Member
usr_74ee376d,cmp_cd8c2b,2024-04-08,US,Paid_Search,Trial_Basic,Member
usr_e6581e7a,cmp_6c6a61,2024-11-14,ES,Referral,Free,Admin
usr_1c4ca45d,cmp_285cd3,2024-02-17,UK,Social,Trial_Pro,Member
usr_9410f9e7,cmp_6f2d8e,2024-10-31,FR,Referral,Trial_Basic,Member
usr_e7eab403,cmp_959a19,2024-01-20,US,Organic,Trial_Pro,Member
usr_f7ded2ca,cmp_4f08d1,2024-10-27,DE,Email,Free,Member
usr_ebe513db,cmp_036336,2024-02-21,DE,Social,Trial_Basic,Viewer
usr_68f67fe0,cmp_d54b9e,2024-12-16,US,Social,Trial_Basic,Member
usr_e8869622,cmp_ae2ce4,2024-09-18,IN,Email,Trial_Basic,Member
usr_3542735d,cmp_890c5b,2024-12-07,FR,Organic,Trial_Basic,Viewer
usr_1a1e78c5,cmp_7a6676,2024-07-21,DE,Paid_Search,Trial_Pro,Member
usr_c0b83b36,cmp_a1e9ef,2024-01-13,DE,Email,Trial_Pro,Admin
usr_64514acf,cmp_126f91,2024-04-23,ES,Direct,Free,Viewer
usr_71e21ece,cmp_99b5f2,2024-11-18,UK,Direct,Trial_Basic,Member
usr_7d4a7c19,cmp_620085,2024-06-10,FR,Email,Trial_Basic,Member
usr_ef02b14c,cmp_971743,2024-06-25,IN,Paid_Search,Trial_Basic,Member
usr_12d1328b,cmp_361e2f,2024-12-15,IN,Email,Trial_Pro,Viewer
usr_ea6376ab,cmp_d027b6,2024-10-26,UK,Direct,Free,Member
usr_9368a10b,cmp_8b342f,2024-09-29,UK,Email,Trial_Pro,Member
usr_2581c24e,cmp_93106c,2024-10-13,DE,Paid_Search,Trial_Basic,Member
usr_646997ea,cmp_acca7a,2024-10-28,FR,Direct,Free,Member
usr_20b4fd73,cmp_aebb49,2024-08-15,ES,Paid_Search,Trial_Pro,Member
usr_8548633e,cmp_6688da,2024-06-21,DE,Email,Trial_Pro,Admin
usr_a1d02ca6,cmp_f56288,2024-02-21,DE,Paid_Search,Trial_Pro,Member
usr_59339fc2,cmp_a21f73,2024-10-23,ES,Social,Trial_Pro,Member
usr_844b9480,cmp_e59111,2024-06-22,ES,Paid_Search,Trial_Pro,Member
usr_82f1cbcc,cmp_e2bc77,2024-05-04,FR,Paid_Search,Free,Member
usr_74a7883a,cmp_2c91bb,2024-07-05,IN,Direct,Trial_Pro,Member
usr_ab82ea43,cmp_b8d331,2024-01-20,FR,Organic,Free,Viewer
usr_751cba8c,cmp_d0e598,2024-01-12,ES,Direct,Trial_Pro,Admin
usr_fe530dc1,cmp_72d17f,2024-09-16,FR,Organic,Trial_Pro,Admin
usr_f310a9d4,cmp_8e3fc2,2024-01-04,IN,Organic,Trial_Pro,Member
usr_c2d0388d,cmp_b98cb2,2024-06-08,FR,Direct,Trial_Basic,Viewer
usr_76e75a36,cmp_a42f1b,2024-08-26,US,Organic,Trial_Pro,Viewer
usr_12df3706,cmp_1bada3,2024-12-02,FR,Organic,Trial_Pro,Member
usr_058c5911,cmp_5868d4,2024-11-21,ES,Social,Trial_Basic,Viewer
usr_ba18a550,cmp_8b3266,2024-05-03,UK,Organic,Free,Admin
usr_4928a15f,cmp_9ef3f9,2024-08-11,US,Referral,Trial_Basic,Member
usr_cb065f7a,cmp_16eb0f,2024-10-03,ES,Direct,Trial_Pro,Member
usr_8b86553d,cmp_72db8a,2024-07-31,FR,Referral,Trial_Basic,Member
usr_4f1c0469,cmp_35a485,2024-09-24,US,Email,Free,Viewer
usr_66b092b3,cmp_0eb551,2024-04-19,ES,Organic,Trial_Basic,Member
usr_2fc84278,cmp_e02d67,2024-02-09,US,Email,Trial_Basic,Member
usr_bb159239,cmp_d23216,2024-04-08,UK,Paid_Search,Trial_Basic,Member
usr_7d05583b,cmp_9aebe2,2024-10-05,ES,Organic,Trial_Basic,Member
usr_18ce0de4,cmp_14d308,2024-04-19,UK,Paid_Search,Trial_Basic,Viewer
usr_9d06affa,cmp_8a48da,2024-02-12,ES,Organic,Trial_Basic,Member
usr_e7f84e09,cmp_372610,2024-11-28,UK,Direct,Trial_Pro,Viewer
usr_067980b0,cmp_25b2b0,2024-09-07,IN,Social,Trial_Basic,Member
usr_df1ab3ec,cmp_f0b93d,2024-11-23,IN,Social,Trial_Basic,Member
usr_331db49d,cmp_70e139,2024-03-12,US,Social,Free,Viewer
usr_6c3c1aa8,cmp_31259f,2024-11-02,ES,Email,Free,Viewer
usr_e0bd9d43,cmp_f9b589,2024-04-14,US,Email,Trial_Basic,Viewer
usr_12f70ba8,cmp_776a0d,2024-12-16,DE,Direct,Trial_Pro,Viewer
usr_980e1271,cmp_87a54c,2024-11-16,US,Organic,Trial_Basic,Admin
usr_be11ee17,cmp_0149c3,2024-03-11,IN,Paid_Search,Free,Member
usr_91ab9012,cmp_07aa6d,2024-12-11,DE,Paid_Search,Trial_Basic,Admin
usr_834d9fe4,cmp_78c631,2024-07-30,ES,Email,Trial_Pro,Admin
usr_ce57c587,cmp_3068bb,2024-04-14,IN,Paid_Search,Free,Viewer
usr_1b6a14e8,cmp_22f406,2024-02-07,FR,Organic,Free,Viewer
usr_590d964e,cmp_776a0d,2024-09-06,UK,Referral,Trial_Pro,Viewer
usr_d7296944,cmp_63965b,2024-05-22,UK,Organic,Trial_Pro,Member
usr_d48b2bfc,cmp_5f833a,2024-01-03,FR,Paid_Search,Free,Viewer
usr_093acf29,cmp_d6e8fd,2024-03-07,IN,Email,Free,Admin
usr_0e38e719,cmp_d00eeb,2024-09-11,DE,Direct,Free,Viewer
usr_0f369d22,cmp_5d9542,2024-03-02,ES,Referral,Trial_Pro,Viewer
usr_fb10f70d,cmp_c49c7d,2024-10-03,FR,Referral,Trial_Basic,Member
usr_2a63da83,cmp_8a1058,2024-07-05,ES,Direct,Trial_Pro,Admin
usr_374ed30b,cmp_2e11e4,2024-01-19,DE,Email,Free,Viewer
usr_38c886cb,cmp_53bcca,2024-07-03,IN,Organic,Trial_Pro,Admin
usr_15bb1334,cmp_fdc0d5,2024-07-12,ES,Direct,Trial_Basic,Admin
usr_322c604f,cmp_54a818,2024-01-18,FR,Paid_Search,Trial_Pro,Viewer
usr_e5e75e3d,cmp_182e01,2024-09-04,IN,Paid_Search,Trial_Basic,Member
usr_900a9ab3,cmp_dc8090,2024-05-30,IN,Paid_Search,Trial_Pro,Member
usr_57023fbf,cmp_191a86,2024-09-05,UK,Paid_Search,Trial_Pro,Member
usr_b9d874f1,cmp_8fe36d,2024-06-22,DE,Email,Trial_Basic,Member
usr_db6d37e2,cmp_70e68d,2024-02-05,IN,Paid_Search,Trial_Pro,Member
usr_62c1150c,cmp_3f1b02,2024-10-16,IN,Direct,Trial_Pro,Member
usr_d3cb52eb,cmp_dae345,2024-09-25,US,Referral,Trial_Pro,Viewer
usr_8b578dd4,cmp_039925,2024-02-24,IN,Social,Trial_Pro,Member
usr_438e3632,cmp_00c963,2024-08-13,FR,Referral,Trial_Basic,Member
usr_e99718dc,cmp_725662,2024-06-23,ES,Direct,Trial_Basic,Viewer
usr_9ff52a13,cmp_c53466,2024-05-05,US,Email,Trial_Pro,Member
usr_9d3ec39a,cmp_67d689,2024-09-22,US,Social,Trial_Basic,Viewer
usr_a015b308,cmp_d582aa,2024-07-28,ES,Organic,Trial_Pro,Member
usr_14f1287f,cmp_91d373,2024-01-06,FR,Direct,Trial_Pro,Admin
usr_c3acdcab,cmp_91e48f,2024-12-13,DE,Email,Free,Viewer
usr_dae55ac8,cmp_8e6079,2024-03-15,UK,Paid_Search,Free,Admin
usr_4ed1418c,cmp_558aa4,2024-03-16,DE,Social,Trial_Basic,Member
usr_ee07d515,cmp_d52e87,2024-03-30,DE,Paid_Search,Trial_Pro,Member
usr_dd745337,cmp_e75be1,2024-10-26,FR,Social,Trial_Pro,Viewer
usr_04fbdc5c,cmp_8cd98d,2024-11-01,FR,Email,Trial_Pro,Member
usr_7f92f094,cmp_009084,2024-07-27,IN,Direct,Trial_Pro,Member
usr_9da57b46,cmp_aac0cd,2024-01-02,FR,Referral,Trial_Basic,Viewer
usr_f52a3e1f,cmp_08aafa,2024-08-22,DE,Social,Trial_Pro,Admin
usr_5e7d8025,cmp_ee5a0c,2024-06-29,ES,Organic,Free,Admin
usr_2de29817,cmp_a297c2,2024-09-30,DE,Paid_Search,Trial_Pro,Member
usr_424e0b2f,cmp_3815c9,2024-01-27,DE,Social,Trial_Pro,Admin
usr_12ea8036,cmp_fc3c18,2024-05-02,US,Referral,Free,Admin
usr_0f1fadc7,cmp_047995,2024-04-30,ES,Paid_Search,Trial_Basic,Member
usr_cef8a28d,cmp_8957ed,2024-03-25,DE,Email,Trial_Basic,Viewer
usr_ff122561,cmp_d97706,2024-10-23,UK,Paid_Search,Trial_Pro,Member
usr_eb4bc7b1,cmp_47d9a1,2024-08-27,FR,Social,Trial_Basic,Viewer
usr_f6d50fbc,cmp_d856c3,2024-01-23,US,Organic,Trial_Pro,Member
usr_8d50550f,cmp_3006fb,2024-07-23,FR,Direct,Free,Viewer
usr_b415335d,cmp_b4c203,2024-06-27,IN,Social,Trial_Pro,Member
usr_3fec9a16,cmp_525754,2024-04-15,US,Paid_Search,Free,Viewer
usr_db6a11ba,cmp_59fa36,2024-08-23,UK,Paid_Search,Trial_Basic,Admin
usr_9736640b,cmp_2d5b4b,2024-02-02,IN,Referral,Trial_Pro,Viewer
usr_9f0677f4,cmp_100f1a,2024-03-07,ES,Organic,Trial_Basic,Viewer
usr_08da68bf,cmp_e5f049,2024-12-10,US,Organic,Trial_Basic,Member
usr_635e169e,cmp_6de5c4,2024-02-05,DE,Social,Trial_Pro,Member
usr_f7a0f932,cmp_2dfbb4,2024-08-02,US,Organic,Trial_Pro,Member
usr_aef48f2b,cmp_cbbd0f,2024-01-18,UK,Referral,Trial_Basic,Viewer
usr_49b88f54,cmp_377df4,2024-07-22,UK,Referral,Trial_Basic,Viewer
usr_b5491971,cmp_8374a5,2024-07-27,US,Paid_Search,Trial_Pro,Member
usr_645dbcd5,cmp_7e8123,2024-08-25,FR,Paid_Search,Free,Viewer
usr_f672896b,cmp_e37931,2024-04-29,IN,Paid_Search,Trial_Basic,Member
usr_737e9449,cmp_abf8c9,2024-05-01,FR,Social,Trial_Basic,Viewer
usr_2bd59619,cmp_8c0fe0,2024-01-04,IN,Referral,Free,Member
usr_4da711be,cmp_71cda3,2024-01-18,US,Direct,Trial_Pro,Viewer
usr_6519d8b0,cmp_59d278,2024-03-29,DE,Referral,Trial_Pro,Member
usr_7bc780b5,cmp_46ced7,2024-11-26,FR,Organic,Trial_Pro,Member
usr_aa91e2a3,cmp_7d3870,2024-09-21,US,Referral,Free,Member
usr_7eda3629,cmp_bfe1ba,2024-02-23,FR,Organic,Free,Member
usr_87889f8f,cmp_7f7e6e,2024-01-02,DE,Organic,Trial_Basic,Viewer
usr_8b3201a2,cmp_a30e31,2024-10-31,IN,Email,Trial_Pro,Member
usr_c506d099,cmp_07d27a,2024-06-07,IN,Direct,Trial_Basic,Admin
usr_f37fd5f6,cmp_c8469c,2024-03-13,IN,Social,Trial_Basic,Member
usr_1e2372e0,cmp_26e3a6,2024-09-16,US,Social,Trial_Pro,Viewer
usr_b7d866ca,cmp_2ce1e2,2024-02-12,UK,Social,Trial_Pro,Member
usr_014b2ad4,cmp_7a83b2,2024-01-13,UK,Referral,Trial_Basic,Viewer
usr_8d31fe13,cmp_8cada8,2024-09-21,ES,Referral,Free,Viewer
usr_c9a00634,cmp_c97dac,2024-05-15,UK,Direct,Free,Admin
usr_20786383,cmp_817baf,2024-04-05,IN,Referral,Trial_Pro,Viewer
usr_6acb3102,cmp_92632a,2024-09-27,FR,Social,Free,Viewer
usr_26713614,cmp_1e30f6,2024-08-12,DE,Social,Trial_Pro,Viewer
usr_5f4b319d,cmp_e768d0,2024-12-04,ES,Email,Trial_Pro,Viewer
usr_20fa867e,cmp_2726ad,2024-10-05,UK,Organic,Trial_Pro,Member
usr_42991b7d,cmp_cf5b80,2024-09-12,US,Email,Trial_Basic,Viewer
usr_7f80c9b7,cmp_c7fbb3,2024-09-16,IN,Referral,Trial_Basic,Member
usr_26091377,cmp_174a7d,2024-11-04,UK,Social,Trial_Basic,Member
usr_abf82dd0,cmp_84e2ec,2024-04-07,IN,Referral,Trial_Basic,Member
usr_54e90ce4,cmp_4aebfe,2024-09-20,ES,Referral,Trial_Pro,Viewer
usr_a03e2c40,cmp_fde5f9,2024-10-03,US,Email,Trial_Pro,Member
usr_90590f58,cmp_55a807,2024-09-06,IN,Direct,Trial_Basic,Member
usr_70ae911b,cmp_5ec5c0,2024-01-08,FR,Social,Trial_Basic,Member
usr_cd5607dc,cmp_c7fbb3,2024-03-21,ES,Social,Trial_Pro,Admin
usr_f7aae500,cmp_7d8373,2024-01-20,FR,Paid_Search,Free,Viewer
usr_c2b2f1fd,cmp_fe49c7,2024-02-22,US,Social,Trial_Basic,Member
usr_f6254642,cmp_442a67,2024-12-14,IN,Social,Trial_Pro,Member
usr_41d5128f,cmp_d978a8,2024-02-18,FR,Organic,Trial_Basic,Member
usr_7ddec92b,cmp_9bb291,2024-03-07,FR,Organic,Trial_Pro,Viewer
usr_fe1b772e,cmp_33c0cb,2024-01-11,FR,Paid_Search,Trial_Pro,Viewer
usr_ae42f682,cmp_28716f,2024-01-21,UK,Referral,Trial_Pro,Member
usr_7ed7bbb2,cmp_734930,2024-09-30,IN,Direct,Trial_Pro,Admin
usr_84399981,cmp_80055c,2024-12-05,US,Referral,Trial_Basic,Member
usr_9e485de4,cmp_2295de,2024-09-12,DE,Referral,Trial_Basic,Member
usr_de859e3a,cmp_56dc65,2024-05-29,ES,Direct,Trial_Pro,Admin
usr_1d893fb0,cmp_31e9a4,2024-05-10,UK,Referral,Trial_Basic,Member
usr_ae07698c,cmp_b6c0f2,2024-03-23,IN,Referral,Free,Admin
usr_fba43821,cmp_289994,2024-02-26,ES,Social,Trial_Pro,Member
usr_54b13b15,cmp_ff8981,2024-01-31,UK,Organic,Trial_Pro,Viewer
usr_f696b601,cmp_08ee38,2024-10-17,DE,Email,Free,Viewer
usr_0f991439,cmp_7aa99f,2024-12-19,ES,Organic,Trial_Pro,Member
usr_360e5bba,cmp_09fc3c,2024-10-28,UK,Organic,Trial_Basic,Member
usr_c00c994b,cmp_01b90b,2024-06-17,FR,Social,Trial_Basic,Member
usr_d415e59c,cmp_efb01f,2024-09-23,FR,Email,Trial_Pro,Member
usr_d8e3c857,cmp_f9aae9,2024-08-08,DE,Direct,Trial_Pro,Viewer
usr_c836bda2,cmp_76cd6e,2024-11-24,ES,Direct,Trial_Pro,Member
usr_e7f0aa61,cmp_b827f5,2024-09-29,US,Paid_Search,Free,Member
usr_a84b52bc,cmp_34413e,2024-07-29,US,Referral,Trial_Basic,Member
usr_5c507419,cmp_01b90b,2024-10-11,FR,Organic,Free,Viewer
usr_a41cd502,cmp_a0442c,2024-09-07,UK,Direct,Trial_Pro,Viewer
usr_72f8ed59,cmp_803324,2024-01-21,IN,Direct,Trial_Pro,Admin
usr_a74a46fb,cmp_249e81,2024-06-27,US,Direct,Free,Member
usr_f86bc3e6,cmp_31e849,2024-04-16,IN,Social,Trial_Pro,Viewer
usr_2cef5c43,cmp_fb2fa3,2024-10-30,UK,Direct,Free,Member
usr_020b2def,cmp_fa69eb,2024-07-12,ES,Paid_Search,Trial_Pro,Member
usr_f7596896,cmp_8128f0,2024-12-21,ES,Email,Trial_Basic,Viewer
usr_1c34511f,cmp_cd1a06,2024-03-29,DE,Paid_Search,Trial_Pro,Member
usr_50523ab8,cmp_080854,2024-09-04,US,Organic,Trial_Pro,Viewer
usr_024257aa,cmp_c024a2,2024-03-03,FR,Email,Trial_Basic,Member
usr_de60bda9,cmp_da6588,2024-11-04,ES,Email,Trial_Basic,Member
usr_184d8f22,cmp_0ffba0,2024-02-27,FR,Referral,Trial_Pro,Member
usr_9ada0c16,cmp_9621ac,2024-09-07,UK,Social,Trial_Basic,Admin
usr_3aa76888,cmp_2581a6,2024-01-27,IN,Paid_Search,Trial_Basic,Viewer
usr_9c881b58,cmp_895c5b,2024-02-09,IN,Direct,Trial_Pro,Member
usr_4f695323,cmp_b13064,2024-01-29,UK,Referral,Trial_Basic,Member
usr_4b519915,cmp_e1c796,2024-12-27,ES,Organic,Trial_Pro,Member
usr_a0678282,cmp_6b7e9b,2024-07-04,US,Paid_Search,Trial_Pro,Viewer
usr_0a2bfc14,cmp_7e057f,2024-12-28,US,Direct,Trial_Pro,Admin
usr_0abdbce1,cmp_eb9ee7,2024-02-14,US,Referral,Trial_Basic,Member
usr_382c0086,cmp_61f675,2024-01-11,IN,Direct,Trial_Basic,Viewer
usr_8b9d4fa2,cmp_0d9524,2024-01-13,FR,Referral,Trial_Pro,Member
usr_1e80d49c,cmp_524ec6,2024-03-31,US,Social,Trial_Pro,Member
usr_ab2c1262,cmp_4270cb,2024-10-17,IN,Email,Trial_Basic,Viewer
usr_b45ac113,cmp_a03a5a,2024-04-04,DE,Email,Trial_Pro,Member
usr_3b8c4da8,cmp_dc5b60,2024-04-26,UK,Referral,Trial_Basic,Admin
usr_45ece67b,cmp_5a1b5b,2024-05-09,DE,Social,Trial_Pro,Member
usr_7a6e214d,cmp_b748dd,2024-12-25,FR,Direct,Trial_Basic,Member
usr_07e8e4f6,cmp_dbb25b,2024-03-08,UK,Referral,Free,Admin
usr_d0c7c2c8,cmp_b20467,2024-05-30,FR,Organic,Trial_Pro,Viewer
usr_3445168e,cmp_0a9f6c,2024-09-19,DE,Direct,Free,Admin
usr_8728f616,cmp_77928c,2024-02-14,US,Paid_Search,Trial_Basic,Member
usr_4c09e832,cmp_f428db,2024-08-04,UK,Referral,Free,Member
usr_7380b657,cmp_57a73d,2024-02-01,UK,Paid_Search,Trial_Pro,Admin
usr_144bdd05,cmp_2f30fe,2024-07-03,UK,Email,Free,Viewer
usr_b463d087,cmp_33d086,2024-09-25,ES,Email,Trial_Basic,Member
usr_8249940e,cmp_9fe464,2024-12-05,DE,Email,Free,Member
usr_05129cf3,cmp_7d3848,2024-09-06,US,Social,Trial_Basic,Viewer
usr_2bd34312,cmp_a570a7,2024-07-29,IN,Referral,Trial_Basic,Viewer
usr_4b17737e,cmp_71f916,2024-04-07,FR,Email,Trial_Pro,Viewer
usr_80cf1e97,cmp_fbd0b7,2024-06-24,FR,Organic,Trial_Pro,Member
usr_cb59f737,cmp_e5c8ef,2024-07-01,IN,Paid_Search,Trial_Basic,Member
usr_af7fc65d,cmp_4888f6,2024-06-29,US,Organic,Trial_Pro,Viewer
usr_e54e0d97,cmp_64fd28,2024-12-14,DE,Organic,Trial_Pro,Member
usr_ed754d30,cmp_caf0d6,2024-12-30,US,Organic,Trial_Pro,Viewer
usr_d06d2e40,cmp_d05322,2024-06-22,IN,Social,Trial_Basic,Member
usr_ae2c745d,cmp_0a2216,2024-01-13,FR,Referral,Trial_Pro,Member
usr_a58e9662,cmp_c07053,2024-04-15,FR,Email,Trial_Basic,Admin
usr_c3061cc0,cmp_f7ca50,2024-05-12,DE,Organic,Trial_Basic,Viewer
usr_46ba6794,cmp_b976bf,2024-09-17,ES,Referral,Trial_Pro,Member
usr_4de44b6e,cmp_927f41,2024-05-15,FR,Email,Free,Member
usr_a1a5c24d,cmp_586be6,2024-05-09,ES,Paid_Search,Trial_Pro,Member
usr_7f7d55fd,cmp_963504,2024-12-01,IN,Organic,Trial_Basic,Member
usr_fb3afe83,cmp_a18166,2024-05-18,DE,Organic,Trial_Pro,Member
usr_bc06476c,cmp_9b6ad1,2024-12-27,DE,Paid_Search,Trial_Basic,Member
usr_23aa2da8,cmp_db2787,2024-03-09,US,Organic,Trial_Basic,Member
usr_a1999bf0,cmp_59b8c1,2024-02-08,UK,Email,Free,Member
usr_e4f6b360,cmp_eb4163,2024-01-09,DE,Paid_Search,Trial_Basic,Member
usr_183855c5,cmp_0ed1b8,2024-10-22,IN,Paid_Search,Trial_Basic,Viewer
usr_725d874e,cmp_66b439,2024-08-27,FR,Direct,Free,Member
usr_dadaff45,cmp_9fad02,2024-11-23,US,Social,Trial_Basic,Viewer
usr_89112eed,cmp_67d0dc,2024-02-02,US,Referral,Trial_Basic,Member
usr_86c17bc6,cmp_bcd118,2024-03-20,IN,Referral,Free,Viewer
usr_c48ea283,cmp_ca0284,2024-03-08,ES,Direct,Trial_Basic,Member
usr_f9b74917,cmp_d076b1,2024-09-29,US,Social,Trial_Basic,Member
usr_854fed9e,cmp_08518e,2024-08-04,UK,Direct,Trial_Pro,Member
usr_9ee9e8b3,cmp_e87240,2024-09-17,ES,Direct,Trial_Basic,Member
usr_c4d5b2ef,cmp_a031bb,2024-11-14,FR,Referral,Trial_Pro,Viewer
usr_38175260,cmp_dc1d0d,2024-04-09,ES,Organic,Trial_Pro,Member
