customer_id,signup_date,is_activated,has_active_sub,last_seen,days_since_signup,days_since_last_seen,stage
C00456,2024-12-30,True,True,2025-01-07,347,339,Retained
C00457,2025-08-25,False,False,2025-08-25,109,109,Churned
C00458,2025-09-19,False,False,2025-09-19,84,84,Churned
C00459,2025-05-31,True,False,2025-06-14,195,181,Dormant
C00460,2025-09-19,True,True,2025-09-22,84,81,Retained
C00461,2025-04-30,True,False,2025-05-01,226,225,Dormant
C00462,2024-12-23,True,False,2024-12-29,354,348,Dormant
C00463,2025-01-14,True,False,2025-07-13,332,152,Dormant
C00464,2025-02-19,True,True,2025-02-27,296,288,Retained
C00465,2025-05-15,True,False,2025-05-24,211,202,Dormant
C00466,2025-03-13,True,False,2025-03-20,274,267,Dormant
C00467,2025-11-14,False,False,2025-11-14,28,28,Churned
C00468,2025-12-04,True,False,2025-12-04,8,8,Engagement
C00469,2025-04-16,False,False,2025-04-16,240,240,Churned
C00470,2025-10-30,True,False,2025-11-10,43,32,Dormant
C00471,2025-03-04,True,False,2025-03-13,283,274,Dormant
C00472,2025-04-06,True,True,2025-04-20,250,236,Retained
C00473,2025-08-01,False,False,2025-08-01,133,133,Churned
C00474,2025-02-03,True,False,2025-03-08,312,279,Dormant
C00475,2025-11-17,False,False,2025-11-17,25,25,Churned
C00476,2025-09-26,True,False,2025-10-02,77,71,Dormant
C00477,2025-02-10,True,False,2025-02-22,305,293,Dormant
C00478,2025-01-07,True,False,2025-01-09,339,337,Dormant
C00479,2025-08-12,True,False,2026-02-03,122,-53,Engagement
C00480,2025-04-06,True,True,2025-07-20,250,145,Retained
C00481,2025-02-28,True,False,2025-09-07,287,96,Dormant
C00482,2025-02-25,False,True,2025-02-25,290,290,Retained
C00483,2025-11-30,False,False,2025-11-30,12,12,Acquisition
C00484,2025-05-07,True,False,2025-05-20,219,206,Dormant
C00485,2025-04-02,False,False,2025-09-22,254,81,Churned
C00486,2025-05-09,False,False,2025-05-09,217,217,Churned
C00487,2024-12-20,True,False,2025-03-28,357,259,Dormant
C00488,2025-08-14,False,False,2025-08-14,120,120,Churned
C00489,2025-01-09,False,False,2025-01-09,337,337,Churned
C00490,2025-01-22,True,True,2025-01-29,324,317,Retained
C00491,2025-01-29,True,False,2025-02-05,317,310,Dormant
C00492,2025-06-06,False,False,2025-06-06,189,189,Churned
C00493,2025-09-30,True,False,2025-10-11,73,62,Dormant
C00494,2025-03-20,True,False,2025-03-31,267,256,Dormant
C00495,2025-10-04,False,False,2025-10-04,69,69,Churned
C00496,2025-01-13,True,False,2025-01-18,333,328,Dormant
C00497,2025-10-16,False,False,2026-05-02,57,-141,Churned
C00498,2025-09-04,True,False,2025-09-06,99,97,Dormant
C00499,2025-01-14,False,True,2025-01-14,332,332,Retained
C00500,2025-03-30,True,False,2025-03-31,257,256,Dormant
C00501,2025-04-10,True,False,2025-04-22,246,234,Dormant
C00502,2024-12-14,True,False,2024-12-16,363,361,Dormant
C00503,2025-07-08,True,False,2026-01-17,157,-36,Engagement
C00504,2025-05-17,True,False,2025-05-24,209,202,Dormant
C00505,2025-04-05,False,True,2025-04-05,251,251,Retained
C00506,2025-02-01,True,False,2025-02-10,314,305,Dormant
C00507,2025-06-23,True,False,2025-08-06,172,128,Dormant
C00508,2025-10-23,True,False,2025-11-02,50,40,Dormant
C00509,2025-11-07,True,False,2025-11-07,35,35,Dormant
C00510,2025-01-28,True,False,2025-02-10,318,305,Dormant
C00511,2025-10-22,True,False,2025-10-28,51,45,Dormant
C00512,2025-03-30,False,True,2025-03-30,257,257,Retained
C00513,2025-09-21,True,False,2025-12-29,82,-17,Engagement
C00514,2025-08-04,True,True,2025-08-14,130,120,Retained
C00515,2025-09-17,True,False,2025-09-26,86,77,Dormant
C00516,2024-12-19,True,False,2025-01-02,358,344,Dormant
C00517,2024-12-30,True,True,2025-02-06,347,309,Retained
C00518,2025-10-27,True,False,2025-11-03,46,39,Dormant
C00519,2025-05-06,True,True,2025-07-02,220,163,Retained
C00520,2025-02-22,True,False,2025-03-02,293,285,Dormant
C00521,2025-05-16,True,False,2025-05-23,210,203,Dormant
C00522,2025-07-10,True,False,2025-10-21,155,52,Dormant
C00523,2025-10-08,True,True,2025-10-20,65,53,Retained
C00524,2025-11-05,True,False,2025-11-14,37,28,Engagement
C00525,2025-10-28,False,False,2025-10-28,45,45,Churned
C00526,2025-08-12,False,True,2025-08-12,122,122,Retained
C00527,2025-01-15,False,True,2025-07-23,331,142,Retained
C00528,2025-05-19,False,True,2025-05-19,207,207,Retained
C00529,2025-07-21,False,False,2025-07-21,144,144,Churned
C00530,2025-06-24,True,False,2025-07-06,171,159,Dormant
C00531,2025-02-17,False,False,2025-02-17,298,298,Churned
C00532,2025-04-06,True,False,2025-04-12,250,244,Dormant
C00533,2025-02-12,False,False,2025-06-14,303,181,Churned
C00534,2025-05-22,True,False,2025-10-06,204,67,Dormant
C00535,2025-05-28,True,False,2025-06-11,198,184,Dormant
C00536,2025-09-19,False,False,2025-09-19,84,84,Churned
C00537,2024-12-27,False,False,2024-12-27,350,350,Churned
C00538,2025-02-27,True,False,2025-03-03,288,284,Dormant
C00539,2025-11-04,True,True,2025-11-07,38,35,Retained
C00540,2025-05-20,False,False,2025-08-05,206,129,Churned
C00541,2025-11-05,True,False,2025-11-07,37,35,Dormant
C00542,2025-12-06,True,False,2025-12-13,6,-1,Engagement
C00543,2025-10-24,True,True,2025-10-25,49,48,Retained
C00544,2025-10-10,False,False,2025-12-16,63,-4,Churned
C00545,2025-10-13,True,False,2026-04-01,60,-110,Engagement
C00546,2025-05-08,True,False,2025-05-08,218,218,Dormant
C00547,2025-01-11,True,False,2025-01-16,335,330,Dormant
C00548,2025-09-19,False,True,2025-09-19,84,84,Retained
C00549,2025-05-20,True,False,2025-05-25,206,201,Dormant
C00550,2025-01-19,True,True,2025-01-25,327,321,Retained
C00551,2025-06-23,True,False,2025-06-28,172,167,Dormant
C00552,2025-12-04,False,True,2025-12-04,8,8,Retained
C00553,2025-09-22,True,False,2025-09-28,81,75,Dormant
C00554,2025-10-12,True,False,2025-10-20,61,53,Dormant
C00555,2025-09-06,True,False,2025-09-15,97,88,Dormant
C00556,2025-11-01,True,True,2025-11-11,41,31,Retained
C00557,2025-09-12,True,False,2025-09-17,91,86,Dormant
C00558,2025-09-25,True,True,2025-10-21,78,52,Retained
C00559,2025-06-25,False,False,2025-06-25,170,170,Churned
C00560,2025-01-05,True,False,2025-01-15,341,331,Dormant
C00561,2025-01-29,False,False,2025-01-29,317,317,Churned
C00562,2025-03-26,False,False,2025-03-26,261,261,Churned
C00563,2025-10-12,False,False,2025-11-26,61,16,Churned
C00564,2025-08-05,True,False,2025-08-07,129,127,Dormant
C00565,2025-05-02,False,False,2025-05-02,224,224,Churned
C00566,2025-05-14,True,False,2025-08-08,212,126,Dormant
C00567,2025-02-02,False,False,2025-02-02,313,313,Churned
C00568,2025-02-26,False,True,2025-02-26,289,289,Retained
C00569,2025-11-29,False,False,2025-11-29,13,13,Acquisition
C00570,2025-02-12,True,False,2025-03-22,303,265,Dormant
C00571,2025-02-07,False,False,2025-02-07,308,308,Churned
C00572,2025-07-03,True,False,2025-07-12,162,153,Dormant
C00573,2025-07-20,True,False,2025-07-28,145,137,Dormant
C00574,2025-04-30,True,False,2025-05-07,226,219,Dormant
C00575,2025-12-11,True,False,2025-12-12,1,0,Engagement
C00576,2025-02-02,True,False,2025-02-09,313,306,Dormant
C00577,2025-05-09,True,False,2025-05-09,217,217,Dormant
C00578,2025-01-28,True,False,2025-02-06,318,309,Dormant
C00579,2025-08-16,True,True,2026-01-20,118,-39,Retained
C00580,2025-08-20,False,True,2025-11-20,114,22,Retained
C00581,2025-06-23,False,False,2025-12-30,172,-18,Churned
C00582,2025-05-07,True,False,2025-05-08,219,218,Dormant
C00583,2025-07-10,True,False,2025-07-17,155,148,Dormant
C00584,2025-02-09,True,True,2025-02-19,306,296,Retained
C00585,2025-08-16,True,False,2025-08-21,118,113,Dormant
C00586,2025-09-23,True,True,2025-10-02,80,71,Retained
C00587,2025-05-01,True,False,2025-05-12,225,214,Dormant
C00588,2025-07-05,False,True,2025-07-05,160,160,Retained
C00589,2025-02-13,False,False,2025-02-13,302,302,Churned
C00590,2024-12-26,True,True,2025-01-01,351,345,Retained
C00591,2025-08-27,True,False,2025-09-01,107,102,Dormant
C00592,2025-08-16,True,True,2025-08-26,118,108,Retained
C00593,2025-04-10,True,True,2025-04-15,246,241,Retained
C00594,2024-12-18,True,False,2024-12-31,359,346,Dormant
C00595,2025-01-06,False,True,2025-01-06,340,340,Retained
C00596,2025-01-23,True,False,2025-02-05,323,310,Dormant
C00597,2025-01-24,True,False,2025-02-01,322,314,Dormant
C00598,2025-05-26,True,False,2025-05-29,200,197,Dormant
C00599,2025-04-02,True,True,2025-04-10,254,246,Retained
C00600,2025-09-25,False,False,2026-04-04,78,-113,Churned
C00601,2025-08-11,True,False,2025-08-15,123,119,Dormant
C00602,2025-03-07,False,True,2025-03-07,280,280,Retained
C00603,2025-05-19,True,True,2025-05-22,207,204,Retained
C00604,2025-08-24,True,False,2025-12-26,110,-14,Engagement
C00605,2025-02-25,True,True,2025-03-02,290,285,Retained
C00606,2025-06-15,True,True,2025-06-26,180,169,Retained
C00607,2025-02-17,False,True,2025-02-17,298,298,Retained
C00608,2024-12-28,False,False,2024-12-28,349,349,Churned
C00609,2025-11-01,False,False,2026-03-17,41,-95,Churned
C00610,2025-08-22,True,False,2025-09-03,112,100,Dormant
C00611,2025-04-12,False,True,2025-04-12,244,244,Retained
C00612,2024-12-23,True,True,2025-01-05,354,341,Retained
C00613,2025-03-12,True,False,2025-03-19,275,268,Dormant
C00614,2025-05-31,False,False,2025-05-31,195,195,Churned
C00615,2025-01-10,False,False,2025-01-10,336,336,Churned
C00616,2025-05-11,True,False,2025-05-15,215,211,Dormant
C00617,2025-09-23,True,True,2025-09-24,80,79,Retained
C00618,2025-03-25,False,False,2025-03-25,262,262,Churned
C00619,2025-01-08,False,False,2025-01-08,338,338,Churned
C00620,2025-03-09,False,True,2025-03-09,278,278,Retained
C00621,2025-04-14,True,False,2025-04-25,242,231,Dormant
C00622,2025-11-12,True,False,2025-11-26,30,16,Engagement
C00623,2025-02-15,False,False,2025-02-15,300,300,Churned
C00624,2025-05-17,True,True,2025-05-27,209,199,Retained
C00625,2025-04-16,True,False,2025-04-19,240,237,Dormant
C00626,2025-04-17,True,False,2025-04-29,239,227,Dormant
C00627,2025-03-03,False,False,2025-03-03,284,284,Churned
C00628,2025-10-22,True,False,2025-10-27,51,46,Dormant
C00629,2025-12-03,True,False,2025-12-17,9,-5,Engagement
C00630,2025-11-19,True,False,2025-11-19,23,23,Engagement
C00631,2025-11-13,False,True,2025-11-13,29,29,Retained
C00632,2025-02-05,False,True,2025-02-05,310,310,Retained
C00633,2025-11-07,False,False,2025-11-07,35,35,Churned
C00634,2025-10-24,True,True,2025-11-01,49,41,Retained
C00635,2025-12-07,True,False,2025-12-14,5,-2,Engagement
C00636,2025-10-31,True,False,2025-11-03,42,39,Dormant
C00637,2024-12-26,False,False,2024-12-26,351,351,Churned
C00638,2025-09-19,True,False,2025-09-22,84,81,Dormant
C00639,2025-07-24,True,False,2025-08-01,141,133,Dormant
C00640,2025-04-13,False,False,2025-04-13,243,243,Churned
C00641,2025-08-26,True,True,2025-12-22,108,-10,Retained
C00642,2025-02-28,False,False,2025-02-28,287,287,Churned
C00643,2025-02-18,False,False,2025-02-18,297,297,Churned
C00644,2025-08-08,False,False,2025-10-07,126,66,Churned
C00645,2025-12-11,True,False,2025-12-25,1,-13,Engagement
C00646,2025-04-21,False,False,2025-04-21,235,235,Churned
C00647,2025-02-07,True,True,2025-02-08,308,307,Retained
C00648,2025-01-11,False,True,2025-01-11,335,335,Retained
C00649,2025-01-19,False,False,2025-01-19,327,327,Churned
C00650,2025-04-25,True,False,2025-05-02,231,224,Dormant
C00651,2025-06-18,True,False,2025-06-19,177,176,Dormant
C00652,2025-08-25,True,False,2025-09-11,109,92,Dormant
C00653,2025-07-29,False,False,2025-07-29,136,136,Churned
C00654,2025-03-28,True,False,2025-04-09,259,247,Dormant
C00655,2025-10-16,True,True,2025-10-28,57,45,Retained
C00656,2025-11-11,True,False,2025-11-24,31,18,Engagement
C00657,2025-05-22,True,True,2025-05-28,204,198,Retained
C00658,2025-06-16,True,False,2025-09-09,179,94,Dormant
C00659,2025-04-14,True,False,2025-04-18,242,238,Dormant
C00660,2025-03-23,True,False,2025-07-08,264,157,Dormant
C00661,2025-04-17,True,True,2025-04-24,239,232,Retained
C00662,2025-07-03,True,False,2025-07-10,162,155,Dormant
C00663,2025-05-09,False,True,2025-05-09,217,217,Retained
C00664,2025-05-15,True,False,2025-05-19,211,207,Dormant
C00665,2025-11-28,False,False,2025-11-28,14,14,Acquisition
C00666,2025-03-10,False,False,2025-03-10,277,277,Churned
C00667,2025-07-17,False,False,2025-08-19,148,115,Churned
C00668,2025-08-19,False,False,2025-08-19,115,115,Churned
C00669,2025-09-08,True,False,2025-09-12,95,91,Dormant
C00670,2025-04-20,False,True,2025-07-11,236,154,Retained
C00671,2025-09-27,False,True,2025-09-27,76,76,Retained
C00672,2025-07-23,False,False,2025-07-23,142,142,Churned
C00673,2025-06-24,True,False,2025-07-06,171,159,Dormant
C00674,2025-02-06,False,False,2025-08-09,309,125,Churned
C00675,2025-03-07,True,False,2025-03-21,280,266,Dormant
C00676,2025-01-28,True,False,2025-06-01,318,194,Dormant
C00677,2025-08-10,False,False,2025-12-10,124,2,Churned
C00678,2025-02-01,True,True,2025-02-01,314,314,Retained
C00679,2025-01-11,True,True,2025-03-02,335,285,Retained
C00680,2025-06-06,False,False,2025-06-06,189,189,Churned
C00681,2025-08-08,True,True,2025-08-17,126,117,Retained
C00682,2025-11-25,True,False,2025-12-04,17,8,Engagement
C00683,2024-12-15,True,False,2024-12-16,362,361,Dormant
C00684,2025-08-12,True,False,2025-08-19,122,115,Dormant
C00685,2025-04-12,True,False,2025-04-15,244,241,Dormant
C00686,2025-02-19,True,False,2025-02-28,296,287,Dormant
C00687,2025-03-20,True,False,2025-03-31,267,256,Dormant
C00688,2025-11-12,False,False,2025-11-12,30,30,Churned
C00689,2025-09-05,True,False,2025-09-16,98,87,Dormant
C00690,2025-09-01,False,False,2025-09-01,102,102,Churned
C00691,2025-06-15,False,True,2025-06-15,180,180,Retained
C00692,2025-09-20,False,False,2025-09-20,83,83,Churned
C00693,2025-05-06,True,True,2025-05-15,220,211,Retained
C00694,2025-09-26,True,False,2025-09-28,77,75,Dormant
C00695,2025-11-14,False,True,2025-11-14,28,28,Retained
C00696,2025-06-22,True,True,2025-07-01,173,164,Retained
C00697,2025-03-12,True,False,2025-03-21,275,266,Dormant
C00698,2025-07-22,True,False,2026-01-19,143,-38,Engagement
C00699,2025-04-03,False,False,2025-04-03,253,253,Churned
C00700,2025-04-20,True,True,2025-04-28,236,228,Retained
C00701,2025-10-02,True,True,2025-10-07,71,66,Retained
C00702,2025-01-14,True,False,2025-01-17,332,329,Dormant
C00703,2025-03-26,True,True,2025-04-06,261,250,Retained
C00704,2025-07-01,True,False,2025-07-01,164,164,Dormant
C00705,2025-01-31,True,False,2025-04-20,315,236,Dormant
C00706,2025-04-11,False,False,2025-04-11,245,245,Churned
C00707,2025-06-29,True,False,2025-12-29,166,-17,Engagement
C00708,2025-09-28,False,False,2025-09-28,75,75,Churned
C00709,2024-12-21,False,False,2024-12-21,356,356,Churned
C00710,2025-05-17,True,False,2025-05-23,209,203,Dormant
C00711,2025-01-31,True,False,2025-08-13,315,121,Dormant
C00712,2025-08-21,False,False,2025-08-21,113,113,Churned
C00713,2025-09-19,True,True,2025-10-02,84,71,Retained
C00714,2025-10-15,False,False,2025-10-15,58,58,Churned
C00715,2025-10-25,False,False,2025-10-25,48,48,Churned
C00716,2025-02-09,True,False,2025-05-08,306,218,Dormant
C00717,2025-12-08,True,False,2026-01-01,4,-20,Engagement
C00718,2025-07-07,True,False,2025-07-15,158,150,Dormant
C00719,2025-12-03,True,False,2026-01-30,9,-49,Engagement
C00720,2025-06-10,False,False,2025-10-03,185,70,Churned
C00721,2025-09-24,True,False,2026-03-24,79,-102,Engagement
C00722,2025-10-07,False,True,2025-10-07,66,66,Retained
C00723,2025-08-27,True,False,2025-08-27,107,107,Dormant
C00724,2025-10-29,False,False,2025-10-29,44,44,Churned
C00725,2025-07-04,True,False,2025-08-31,161,103,Dormant
C00726,2025-06-02,False,False,2025-11-17,193,25,Churned
C00727,2025-01-06,False,True,2025-07-19,340,146,Retained
C00728,2025-05-27,True,True,2025-06-09,199,186,Retained
C00729,2025-08-14,False,True,2025-08-14,120,120,Retained
C00730,2025-11-29,True,False,2026-02-26,13,-76,Engagement
C00731,2025-01-17,True,False,2025-01-31,329,315,Dormant
C00732,2025-04-10,True,False,2025-05-11,246,215,Dormant
C00733,2025-08-10,False,False,2025-09-19,124,84,Churned
C00734,2025-01-28,True,False,2025-07-11,318,154,Dormant
C00735,2025-06-25,False,False,2025-06-25,170,170,Churned
C00736,2025-02-23,True,False,2025-02-23,292,292,Dormant
C00737,2024-12-27,True,True,2025-04-08,350,248,Retained
C00738,2025-05-23,False,False,2025-05-23,203,203,Churned
C00739,2025-05-23,True,True,2025-06-03,203,192,Retained
C00740,2025-02-25,False,False,2025-02-25,290,290,Churned
C00741,2025-10-03,False,False,2026-01-29,70,-48,Churned
C00742,2025-03-11,False,False,2025-03-11,276,276,Churned
C00743,2025-04-07,False,True,2025-04-07,249,249,Retained
C00744,2025-07-16,True,True,2025-07-16,149,149,Retained
C00745,2025-03-13,True,True,2025-03-27,274,260,Retained
C00746,2025-06-23,True,False,2025-06-27,172,168,Dormant
C00747,2024-12-29,False,False,2025-05-24,348,202,Churned
C00748,2024-12-28,True,False,2024-12-29,349,348,Dormant
C00749,2025-05-17,True,False,2025-05-20,209,206,Dormant
C00750,2025-10-22,True,True,2025-10-23,51,50,Retained
C00751,2025-10-07,False,False,2025-10-07,66,66,Churned
C00752,2025-07-27,True,False,2025-08-09,138,125,Dormant
C00753,2025-01-07,False,True,2025-01-07,339,339,Retained
C00754,2025-06-13,True,True,2025-06-19,182,176,Retained
C00755,2025-01-13,True,False,2025-01-17,333,329,Dormant
C00756,2025-09-12,True,False,2025-09-13,91,90,Dormant
C00757,2025-01-26,True,True,2025-08-11,320,123,Retained
C00758,2025-05-14,True,False,2025-05-26,212,200,Dormant
C00759,2025-04-17,True,True,2025-04-17,239,239,Retained
C00760,2025-06-13,False,False,2025-06-13,182,182,Churned
C00761,2025-05-27,True,False,2025-06-07,199,188,Dormant
C00762,2025-04-12,True,False,2025-04-15,244,241,Dormant
C00763,2025-04-24,True,False,2025-05-01,232,225,Dormant
C00764,2025-04-21,True,True,2025-05-12,235,214,Retained
C00765,2025-05-23,False,False,2025-05-23,203,203,Churned
C00766,2025-12-11,False,False,2025-12-11,1,1,Acquisition
C00767,2025-06-12,False,False,2025-06-12,183,183,Churned
C00768,2025-02-09,False,False,2025-02-09,306,306,Churned
C00769,2025-04-09,True,False,2025-04-09,247,247,Dormant
C00770,2025-06-05,True,True,2025-12-22,190,-10,Retained
C00771,2025-04-03,False,True,2025-04-03,253,253,Retained
C00772,2024-12-24,False,False,2024-12-24,353,353,Churned
C00773,2025-01-20,True,False,2025-01-29,326,317,Dormant
C00774,2025-01-02,True,False,2025-07-02,344,163,Dormant
C00775,2024-12-21,True,False,2025-01-02,356,344,Dormant
C00776,2025-10-28,True,False,2025-10-28,45,45,Dormant
C00777,2025-07-24,False,False,2025-07-24,141,141,Churned
C00778,2025-05-26,False,False,2025-05-26,200,200,Churned
C00779,2025-11-14,True,True,2025-11-19,28,23,Retained
C00780,2025-03-17,True,False,2025-03-21,270,266,Dormant
C00781,2025-02-24,True,False,2025-03-05,291,282,Dormant
C00782,2025-11-11,False,False,2025-11-11,31,31,Churned
C00783,2025-06-22,False,False,2025-06-22,173,173,Churned
C00784,2025-11-22,False,False,2025-11-22,20,20,Churned
C00785,2025-10-19,False,False,2025-10-19,54,54,Churned
C00786,2025-02-08,True,True,2025-03-11,307,276,Retained
C00787,2024-12-25,True,False,2024-12-31,352,346,Dormant
C00788,2025-06-01,True,True,2025-09-30,194,73,Retained
C00789,2025-10-27,True,False,2025-11-06,46,36,Dormant
C00790,2025-09-28,True,False,2025-10-09,75,64,Dormant
C00791,2025-04-26,True,False,2025-04-26,230,230,Dormant
C00792,2025-01-06,False,False,2025-04-09,340,247,Churned
C00793,2025-12-04,True,False,2025-12-08,8,4,Engagement
C00794,2025-12-02,True,False,2025-12-07,10,5,Engagement
C00795,2025-10-30,False,False,2025-10-30,43,43,Churned
C00796,2025-07-22,True,False,2025-07-22,143,143,Dormant
C00797,2025-02-04,False,True,2025-06-11,311,184,Retained
C00798,2025-07-24,False,False,2025-07-24,141,141,Churned
C00799,2025-09-01,True,False,2025-09-03,102,100,Dormant
C00800,2025-11-04,True,False,2025-11-08,38,34,Dormant
C00801,2025-06-18,True,True,2025-06-24,177,171,Retained
C00802,2025-09-17,False,False,2026-03-24,86,-102,Churned
C00803,2025-11-04,True,False,2025-11-17,38,25,Engagement
C00804,2025-12-06,False,False,2025-12-06,6,6,Acquisition
C00805,2025-10-18,True,False,2025-10-19,55,54,Dormant
C00806,2025-05-20,True,False,2025-05-27,206,199,Dormant
C00807,2025-07-27,True,False,2025-08-05,138,129,Dormant
C00808,2025-07-11,True,False,2025-12-10,154,2,Engagement
C00809,2025-08-11,False,False,2025-08-11,123,123,Churned
C00810,2025-09-30,True,False,2025-10-04,73,69,Dormant
C00811,2025-02-28,True,False,2025-03-12,287,275,Dormant
C00812,2025-04-28,True,False,2025-05-02,228,224,Dormant
C00813,2025-11-03,False,False,2025-11-03,39,39,Churned
C00814,2025-05-05,True,False,2025-05-05,221,221,Dormant
C00815,2025-06-22,True,False,2025-06-25,173,170,Dormant
C00816,2024-12-25,True,True,2024-12-29,352,348,Retained
C00817,2025-02-27,True,True,2025-03-03,288,284,Retained
C00818,2025-03-25,False,False,2025-03-25,262,262,Churned
C00819,2025-07-10,False,False,2025-07-10,155,155,Churned
C00820,2025-11-09,False,False,2025-11-09,33,33,Churned
C00821,2024-12-31,True,False,2025-04-20,346,236,Dormant
C00822,2025-09-22,True,True,2025-09-27,81,76,Retained
C00823,2025-09-16,False,True,2025-09-16,87,87,Retained
C00824,2025-09-03,True,False,2025-09-10,100,93,Dormant
C00825,2025-01-08,True,False,2025-01-09,338,337,Dormant
C00826,2025-02-13,True,True,2025-02-16,302,299,Retained
C00827,2025-09-17,False,False,2025-09-17,86,86,Churned
C00828,2025-11-08,False,False,2025-11-08,34,34,Churned
C00829,2025-12-02,False,False,2025-12-02,10,10,Acquisition
C00830,2024-12-13,True,False,2025-04-09,364,247,Dormant
C00831,2025-05-17,False,False,2025-05-17,209,209,Churned
C00832,2025-04-03,True,True,2025-04-12,253,244,Retained
C00833,2025-01-30,True,False,2025-03-14,316,273,Dormant
C00834,2025-09-30,False,False,2025-09-30,73,73,Churned
C00835,2025-07-13,True,False,2025-12-14,152,-2,Engagement
C00836,2025-07-12,True,False,2025-07-25,153,140,Dormant
C00837,2025-07-21,False,False,2025-07-21,144,144,Churned
C00838,2025-09-18,False,False,2025-09-18,85,85,Churned
C00839,2025-01-31,True,False,2025-02-05,315,310,Dormant
C00840,2025-01-22,True,False,2025-01-26,324,320,Dormant
C00841,2025-07-23,False,False,2025-07-23,142,142,Churned
C00842,2025-03-14,True,True,2025-03-17,273,270,Retained
C00843,2025-06-21,True,False,2025-06-24,174,171,Dormant
C00844,2025-04-11,False,False,2025-05-22,245,204,Churned
C00845,2025-01-02,True,False,2025-01-12,344,334,Dormant
C00846,2025-07-06,False,True,2025-10-06,159,67,Retained
C00847,2025-06-04,False,False,2025-06-04,191,191,Churned
C00848,2025-09-19,True,False,2025-09-26,84,77,Dormant
C00849,2025-05-13,False,False,2025-11-15,213,27,Churned
C00850,2025-02-04,False,False,2025-08-16,311,118,Churned
C00851,2025-06-14,False,False,2025-06-14,181,181,Churned
C00852,2024-12-16,True,True,2024-12-26,361,351,Retained
C00853,2025-11-30,False,False,2025-11-30,12,12,Acquisition
C00854,2025-12-07,False,False,2026-03-24,5,-102,Acquisition
C00855,2025-09-15,True,False,2025-10-25,88,48,Dormant
C00856,2025-02-21,False,False,2025-02-21,294,294,Churned
C00857,2025-11-07,False,False,2025-11-07,35,35,Churned
C00858,2025-03-01,True,False,2025-07-31,286,134,Dormant
C00859,2025-05-21,False,False,2025-07-10,205,155,Churned
C00860,2025-11-29,False,False,2025-11-29,13,13,Acquisition
C00861,2025-07-19,False,False,2025-07-19,146,146,Churned
C00862,2025-06-29,True,False,2025-07-11,166,154,Dormant
C00863,2025-02-07,False,False,2025-02-07,308,308,Churned
C00864,2025-10-06,True,True,2025-10-08,67,65,Retained
C00865,2025-08-06,True,False,2025-08-20,128,114,Dormant
C00866,2025-01-17,True,False,2025-05-28,329,198,Dormant
C00867,2025-02-02,True,False,2025-02-11,313,304,Dormant
C00868,2025-11-02,False,False,2025-11-02,40,40,Churned
C00869,2025-07-31,True,False,2025-08-13,134,121,Dormant
C00870,2025-03-27,True,False,2025-04-08,260,248,Dormant
C00871,2025-11-16,True,True,2025-11-29,26,13,Retained
C00872,2025-09-19,True,False,2025-09-25,84,78,Dormant
C00873,2025-12-02,True,False,2025-12-02,10,10,Engagement
C00874,2025-11-14,True,False,2025-11-22,28,20,Engagement
C00875,2025-03-07,False,False,2025-03-07,280,280,Churned
C00876,2025-02-06,True,False,2025-02-16,309,299,Dormant
C00877,2025-02-02,True,False,2025-02-02,313,313,Dormant
C00878,2025-07-09,False,False,2025-11-29,156,13,Churned
C00879,2025-10-31,False,False,2025-10-31,42,42,Churned
C00880,2025-10-06,True,False,2025-10-06,67,67,Dormant
C00881,2025-05-13,False,False,2025-05-13,213,213,Churned
C00882,2025-06-08,False,False,2025-06-08,187,187,Churned
C00883,2025-06-01,False,False,2025-06-01,194,194,Churned
C00884,2025-03-10,False,False,2025-03-10,277,277,Churned
C00885,2024-12-18,True,False,2025-06-13,359,182,Dormant
C00886,2025-05-20,True,False,2025-05-27,206,199,Dormant
C00887,2025-06-23,True,False,2025-07-02,172,163,Dormant
C00888,2025-06-12,True,True,2025-06-14,183,181,Retained
C00889,2025-02-24,True,True,2025-03-09,291,278,Retained
C00890,2025-07-30,False,False,2025-07-30,135,135,Churned
C00891,2025-03-16,False,False,2025-03-16,271,271,Churned
C00892,2025-09-04,True,False,2025-09-06,99,97,Dormant
C00893,2025-10-08,True,True,2025-10-10,65,63,Retained
C00894,2025-03-24,True,True,2025-04-04,263,252,Retained
C00895,2024-12-23,True,False,2025-01-04,354,342,Dormant
C00896,2025-04-08,True,False,2025-04-20,248,236,Dormant
C00897,2025-10-09,True,False,2025-10-17,64,56,Dormant
C00898,2025-05-26,False,False,2025-05-26,200,200,Churned
C00899,2025-07-19,False,True,2025-07-19,146,146,Retained
C00900,2025-06-12,True,False,2025-06-18,183,177,Dormant
C00901,2025-06-20,False,False,2025-06-20,175,175,Churned
C00902,2025-11-07,True,False,2025-11-14,35,28,Engagement
C00903,2025-08-04,True,False,2025-08-14,130,120,Dormant
C00904,2025-07-30,True,False,2025-08-02,135,132,Dormant
C00905,2025-09-28,True,False,2026-03-05,75,-83,Engagement
C00906,2025-04-07,True,False,2025-04-21,249,235,Dormant
C00907,2025-11-08,False,False,2025-11-08,34,34,Churned
C00908,2025-09-24,False,False,2025-09-24,79,79,Churned
C00909,2025-08-16,True,False,2025-08-27,118,107,Dormant
C00910,2025-02-17,True,False,2025-07-01,298,164,Dormant
C00911,2025-11-11,False,False,2025-11-11,31,31,Churned
