customer_id,signup_date,is_activated,has_active_sub,last_seen,days_since_signup,days_since_last_seen,stage,lifecycle_segment,amount,revenue_segment
C00323,2025-01-17,True,False,2025-01-29,329,317,Dormant,At-Risk,0.0,Free
C00324,2025-10-29,False,False,2025-10-29,44,44,Churned,Churned,0.0,Free
C00325,2025-08-26,False,False,2025-08-26,108,108,Churned,Churned,0.0,Free
C00326,2025-07-09,False,False,2025-07-09,156,156,Churned,Churned,0.0,Free
C00327,2025-11-22,False,False,2025-11-22,20,20,Churned,Churned,0.0,Free
C00328,2025-08-16,False,False,2025-08-16,118,118,Churned,Churned,0.0,Free
C00329,2025-05-08,True,True,2025-05-12,218,214,Retained,Active,1194.0,High-Tier
C00330,2025-10-08,True,True,2025-10-09,65,64,Retained,Active,2994.0,High-Tier
C00331,2025-04-16,True,False,2025-04-24,240,232,Dormant,At-Risk,0.0,Free
C00332,2025-10-08,False,False,2025-10-08,65,65,Churned,Churned,0.0,Free
C00333,2025-06-27,True,False,2025-07-03,168,162,Dormant,At-Risk,0.0,Free
C00334,2025-06-15,True,True,2025-06-22,180,173,Retained,Active,2994.0,High-Tier
C00335,2025-01-18,True,True,2025-01-26,328,320,Retained,Active,1194.0,High-Tier
C00336,2025-05-20,True,False,2025-06-05,206,190,Dormant,At-Risk,0.0,Free
C00337,2025-07-09,True,False,2025-07-19,156,146,Dormant,At-Risk,0.0,Free
C00338,2025-02-23,False,True,2025-02-23,292,292,Retained,Active,5994.0,High-Tier
C00339,2025-04-26,True,False,2025-04-30,230,226,Dormant,At-Risk,0.0,Free
C00340,2025-03-10,True,True,2025-03-12,277,275,Retained,Active,1194.0,High-Tier
C00341,2025-07-01,False,False,2025-12-27,164,-15,Churned,Churned,0.0,Free
C00342,2025-11-19,True,False,2025-11-25,23,17,Engagement,Active,0.0,Free
C00343,2025-09-30,False,False,2025-09-30,73,73,Churned,Churned,0.0,Free
C00344,2025-06-13,True,False,2025-06-15,182,180,Dormant,At-Risk,0.0,Free
C00345,2025-01-03,True,False,2025-01-16,343,330,Dormant,At-Risk,0.0,Free
C00346,2025-04-07,True,False,2025-04-21,249,235,Dormant,At-Risk,0.0,Free
C00347,2025-08-16,True,False,2025-08-16,118,118,Dormant,At-Risk,0.0,Free
C00348,2025-05-31,True,True,2025-06-02,195,193,Retained,Active,2994.0,High-Tier
C00349,2025-11-11,False,True,2025-11-11,31,31,Retained,Active,2994.0,High-Tier
C00350,2025-04-22,False,False,2025-04-22,234,234,Churned,Churned,0.0,Free
C00351,2025-12-07,True,False,2025-12-10,5,2,Engagement,Active,0.0,Free
C00352,2025-02-17,True,False,2025-03-03,298,284,Dormant,At-Risk,0.0,Free
C00353,2025-07-08,False,False,2025-07-08,157,157,Churned,Churned,0.0,Free
C00354,2025-04-10,True,False,2025-07-14,246,151,Dormant,At-Risk,0.0,Free
C00355,2025-05-26,True,False,2025-06-05,200,190,Dormant,At-Risk,0.0,Free
C00356,2025-07-31,True,False,2025-11-08,134,34,Dormant,At-Risk,0.0,Free
C00357,2025-05-20,True,False,2025-05-28,206,198,Dormant,At-Risk,0.0,Free
C00358,2025-10-04,True,True,2025-10-12,69,61,Retained,Active,1194.0,High-Tier
C00359,2025-04-28,False,False,2025-04-28,228,228,Churned,Churned,0.0,Free
C00360,2025-02-03,True,False,2025-03-13,312,274,Dormant,At-Risk,0.0,Free
C00361,2025-05-17,True,False,2025-05-23,209,203,Dormant,At-Risk,0.0,Free
C00362,2025-11-03,True,False,2025-11-17,39,25,Engagement,Active,0.0,Free
C00363,2025-06-05,False,True,2025-06-05,190,190,Retained,Active,5994.0,High-Tier
C00364,2025-08-06,False,True,2025-08-06,128,128,Retained,Active,2994.0,High-Tier
C00365,2025-11-23,True,False,2025-12-03,19,9,Engagement,Active,0.0,Free
C00366,2025-07-27,True,False,2026-01-04,138,-23,Engagement,Active,0.0,Free
C00367,2025-08-21,False,False,2025-08-21,113,113,Churned,Churned,0.0,Free
C00368,2025-01-04,False,True,2025-01-04,342,342,Retained,Active,1194.0,High-Tier
C00369,2025-02-11,True,False,2025-08-10,304,124,Dormant,At-Risk,0.0,Free
C00370,2024-12-16,True,False,2024-12-22,361,355,Dormant,At-Risk,0.0,Free
C00371,2025-09-01,True,False,2025-10-23,102,50,Dormant,At-Risk,0.0,Free
C00372,2025-10-12,True,False,2025-10-16,61,57,Dormant,At-Risk,0.0,Free
C00373,2025-08-14,True,False,2025-08-19,120,115,Dormant,At-Risk,0.0,Free
C00374,2025-03-28,False,False,2025-03-28,259,259,Churned,Churned,0.0,Free
C00375,2025-10-17,True,False,2025-12-18,56,-6,Engagement,Active,0.0,Free
C00376,2025-07-16,False,False,2025-07-16,149,149,Churned,Churned,0.0,Free
C00377,2025-09-05,True,False,2026-02-19,98,-69,Engagement,Active,0.0,Free
C00378,2025-08-01,True,False,2025-08-07,133,127,Dormant,At-Risk,0.0,Free
C00379,2025-05-14,True,False,2025-05-19,212,207,Dormant,At-Risk,0.0,Free
C00380,2025-09-19,True,False,2025-12-04,84,8,Engagement,Active,0.0,Free
C00381,2025-01-06,False,False,2025-01-06,340,340,Churned,Churned,0.0,Free
C00382,2025-11-27,True,False,2025-11-27,15,15,Engagement,Active,0.0,Free
C00383,2025-08-25,True,True,2025-11-26,109,16,Retained,Active,2994.0,High-Tier
C00384,2025-10-26,False,True,2025-10-26,47,47,Retained,Active,2994.0,High-Tier
C00385,2025-11-06,True,False,2025-11-13,36,29,Engagement,Active,0.0,Free
C00386,2025-10-24,True,True,2025-10-25,49,48,Retained,Active,2994.0,High-Tier
C00387,2025-08-28,True,False,2025-09-07,106,96,Dormant,At-Risk,0.0,Free
C00388,2025-12-03,True,False,2025-12-15,9,-3,Engagement,Active,0.0,Free
C00389,2025-02-11,False,False,2025-04-19,304,237,Churned,Churned,0.0,Free
C00390,2025-04-26,True,True,2025-05-08,230,218,Retained,Active,2994.0,High-Tier
C00391,2025-03-20,False,False,2025-03-20,267,267,Churned,Churned,0.0,Free
C00392,2025-10-19,False,False,2026-03-17,54,-95,Churned,Churned,0.0,Free
C00393,2025-03-29,False,False,2025-03-29,258,258,Churned,Churned,0.0,Free
C00394,2025-04-14,False,False,2025-04-14,242,242,Churned,Churned,0.0,Free
C00395,2025-06-17,True,False,2025-06-18,178,177,Dormant,At-Risk,0.0,Free
C00396,2025-01-25,True,True,2025-02-05,321,310,Retained,Active,5994.0,High-Tier
C00397,2025-08-28,True,False,2025-09-08,106,95,Dormant,At-Risk,0.0,Free
C00398,2025-05-11,False,False,2025-05-11,215,215,Churned,Churned,0.0,Free
C00399,2025-08-27,True,True,2026-02-16,107,-66,Retained,Active,5994.0,High-Tier
C00400,2025-06-14,False,True,2025-10-02,181,71,Retained,Active,1194.0,High-Tier
C00401,2025-11-19,False,True,2025-11-19,23,23,Retained,Active,2994.0,High-Tier
C00402,2025-05-12,False,False,2025-05-12,214,214,Churned,Churned,0.0,Free
C00403,2025-04-23,True,True,2025-05-07,233,219,Retained,Active,5994.0,High-Tier
C00404,2024-12-17,True,True,2024-12-24,360,353,Retained,Active,2994.0,High-Tier
C00405,2025-05-16,True,False,2025-05-24,210,202,Dormant,At-Risk,0.0,Free
C00406,2025-01-21,False,False,2025-01-21,325,325,Churned,Churned,0.0,Free
C00407,2025-04-30,True,False,2025-05-07,226,219,Dormant,At-Risk,0.0,Free
C00408,2025-05-05,True,False,2025-05-15,221,211,Dormant,At-Risk,0.0,Free
C00409,2025-09-04,False,True,2025-09-04,99,99,Retained,Active,1194.0,High-Tier
C00410,2025-10-21,False,True,2026-01-01,52,-20,Retained,Active,5994.0,High-Tier
C00411,2025-08-07,False,False,2025-08-07,127,127,Churned,Churned,0.0,Free
C00412,2025-01-15,False,False,2025-01-15,331,331,Churned,Churned,0.0,Free
C00413,2025-03-20,True,True,2025-07-02,267,163,Retained,Active,2994.0,High-Tier
C00414,2025-05-24,True,False,2025-07-26,202,139,Dormant,At-Risk,0.0,Free
C00415,2025-01-24,True,True,2025-02-01,322,314,Retained,Active,1194.0,High-Tier
C00416,2025-09-22,False,True,2025-09-22,81,81,Retained,Active,2994.0,High-Tier
C00417,2025-09-30,True,True,2025-10-02,73,71,Retained,Active,1194.0,High-Tier
C00418,2025-02-19,False,False,2025-02-19,296,296,Churned,Churned,0.0,Free
C00419,2025-04-11,True,False,2025-04-15,245,241,Dormant,At-Risk,0.0,Free
C00420,2025-06-18,True,False,2025-06-29,177,166,Dormant,At-Risk,0.0,Free
C00421,2025-08-10,True,True,2025-08-24,124,110,Retained,Active,1194.0,High-Tier
C00422,2025-12-08,False,True,2025-12-08,4,4,Retained,Active,2994.0,High-Tier
C00423,2025-07-26,True,False,2025-08-08,139,126,Dormant,At-Risk,0.0,Free
C00424,2025-07-29,True,True,2025-08-04,136,130,Retained,Active,5994.0,High-Tier
C00425,2025-06-17,True,False,2025-06-19,178,176,Dormant,At-Risk,0.0,Free
C00426,2025-05-18,True,True,2025-05-26,208,200,Retained,Active,5994.0,High-Tier
C00427,2025-08-31,False,False,2025-08-31,103,103,Churned,Churned,0.0,Free
C00428,2025-01-30,False,True,2025-01-30,316,316,Retained,Active,2994.0,High-Tier
C00429,2025-08-03,True,False,2025-08-04,131,130,Dormant,At-Risk,0.0,Free
C00430,2025-09-07,True,False,2026-03-02,96,-80,Engagement,Active,0.0,Free
C00431,2025-02-11,True,False,2025-02-21,304,294,Dormant,At-Risk,0.0,Free
C00432,2025-04-24,False,False,2025-04-24,232,232,Churned,Churned,0.0,Free
C00433,2025-04-17,True,False,2025-04-27,239,229,Dormant,At-Risk,0.0,Free
C00434,2025-02-23,False,False,2025-02-23,292,292,Churned,Churned,0.0,Free
C00435,2025-10-29,True,False,2025-10-31,44,42,Dormant,At-Risk,0.0,Free
C00436,2025-09-01,False,False,2025-09-01,102,102,Churned,Churned,0.0,Free
C00437,2025-03-23,True,False,2025-04-03,264,253,Dormant,At-Risk,0.0,Free
C00438,2025-03-03,True,False,2025-03-09,284,278,Dormant,At-Risk,0.0,Free
C00439,2025-12-10,True,False,2025-12-11,2,1,Engagement,Active,0.0,Free
C00440,2025-01-11,True,True,2025-01-23,335,323,Retained,Active,2994.0,High-Tier
C00441,2024-12-18,False,True,2025-01-16,359,330,Retained,Active,1194.0,High-Tier
C00442,2025-07-27,False,False,2025-11-15,138,27,Churned,Churned,0.0,Free
C00443,2025-09-03,True,False,2025-09-13,100,90,Dormant,At-Risk,0.0,Free
C00444,2024-12-24,True,False,2025-07-12,353,153,Dormant,At-Risk,0.0,Free
C00445,2024-12-21,False,False,2024-12-21,356,356,Churned,Churned,0.0,Free
C00446,2025-03-27,False,True,2025-03-27,260,260,Retained,Active,5994.0,High-Tier
C00447,2025-11-01,True,False,2025-11-12,41,30,Engagement,Active,0.0,Free
C00448,2025-10-18,True,False,2025-10-31,55,42,Dormant,At-Risk,0.0,Free
C00449,2025-12-01,True,False,2025-12-14,11,-2,Engagement,Active,0.0,Free
C00450,2025-09-22,False,True,2025-09-22,81,81,Retained,Active,1194.0,High-Tier
C00451,2025-01-04,False,False,2025-01-04,342,342,Churned,Churned,0.0,Free
C00452,2025-02-03,True,True,2025-02-09,312,306,Retained,Active,5994.0,High-Tier
C00453,2024-12-23,False,False,2024-12-23,354,354,Churned,Churned,0.0,Free
C00454,2025-03-28,False,False,2025-03-28,259,259,Churned,Churned,0.0,Free
C00455,2025-01-13,True,True,2025-01-17,333,329,Retained,Active,2994.0,High-Tier
C00456,2024-12-30,True,True,2025-01-07,347,339,Retained,Active,5994.0,High-Tier
C00457,2025-08-25,False,False,2025-08-25,109,109,Churned,Churned,0.0,Free
C00458,2025-09-19,False,False,2025-09-19,84,84,Churned,Churned,0.0,Free
C00459,2025-05-31,True,False,2025-06-14,195,181,Dormant,At-Risk,0.0,Free
C00460,2025-09-19,True,True,2025-09-22,84,81,Retained,Active,2994.0,High-Tier
C00461,2025-04-30,True,False,2025-05-01,226,225,Dormant,At-Risk,0.0,Free
C00462,2024-12-23,True,False,2024-12-29,354,348,Dormant,At-Risk,0.0,Free
C00463,2025-01-14,True,False,2025-07-13,332,152,Dormant,At-Risk,0.0,Free
C00464,2025-02-19,True,True,2025-02-27,296,288,Retained,Active,2994.0,High-Tier
C00465,2025-05-15,True,False,2025-05-24,211,202,Dormant,At-Risk,0.0,Free
C00466,2025-03-13,True,False,2025-03-20,274,267,Dormant,At-Risk,0.0,Free
C00467,2025-11-14,False,False,2025-11-14,28,28,Churned,Churned,0.0,Free
C00468,2025-12-04,True,False,2025-12-04,8,8,Engagement,Active,0.0,Free
C00469,2025-04-16,False,False,2025-04-16,240,240,Churned,Churned,0.0,Free
C00470,2025-10-30,True,False,2025-11-10,43,32,Dormant,At-Risk,0.0,Free
C00471,2025-03-04,True,False,2025-03-13,283,274,Dormant,At-Risk,0.0,Free
C00472,2025-04-06,True,True,2025-04-20,250,236,Retained,Active,2994.0,High-Tier
C00473,2025-08-01,False,False,2025-08-01,133,133,Churned,Churned,0.0,Free
C00474,2025-02-03,True,False,2025-03-08,312,279,Dormant,At-Risk,0.0,Free
C00475,2025-11-17,False,False,2025-11-17,25,25,Churned,Churned,0.0,Free
C00476,2025-09-26,True,False,2025-10-02,77,71,Dormant,At-Risk,0.0,Free
C00477,2025-02-10,True,False,2025-02-22,305,293,Dormant,At-Risk,0.0,Free
C00478,2025-01-07,True,False,2025-01-09,339,337,Dormant,At-Risk,0.0,Free
C00479,2025-08-12,True,False,2026-02-03,122,-53,Engagement,Active,0.0,Free
C00480,2025-04-06,True,True,2025-07-20,250,145,Retained,Active,1194.0,High-Tier
C00481,2025-02-28,True,False,2025-09-07,287,96,Dormant,At-Risk,0.0,Free
C00482,2025-02-25,False,True,2025-02-25,290,290,Retained,Active,5994.0,High-Tier
C00483,2025-11-30,False,False,2025-11-30,12,12,Acquisition,New,0.0,Free
C00484,2025-05-07,True,False,2025-05-20,219,206,Dormant,At-Risk,0.0,Free
C00485,2025-04-02,False,False,2025-09-22,254,81,Churned,Churned,0.0,Free
C00486,2025-05-09,False,False,2025-05-09,217,217,Churned,Churned,0.0,Free
C00487,2024-12-20,True,False,2025-03-28,357,259,Dormant,At-Risk,0.0,Free
C00488,2025-08-14,False,False,2025-08-14,120,120,Churned,Churned,0.0,Free
C00489,2025-01-09,False,False,2025-01-09,337,337,Churned,Churned,0.0,Free
C00490,2025-01-22,True,True,2025-01-29,324,317,Retained,Active,2994.0,High-Tier
C00491,2025-01-29,True,False,2025-02-05,317,310,Dormant,At-Risk,0.0,Free
C00492,2025-06-06,False,False,2025-06-06,189,189,Churned,Churned,0.0,Free
C00493,2025-09-30,True,False,2025-10-11,73,62,Dormant,At-Risk,0.0,Free
C00494,2025-03-20,True,False,2025-03-31,267,256,Dormant,At-Risk,0.0,Free
C00495,2025-10-04,False,False,2025-10-04,69,69,Churned,Churned,0.0,Free
C00496,2025-01-13,True,False,2025-01-18,333,328,Dormant,At-Risk,0.0,Free
C00497,2025-10-16,False,False,2026-05-02,57,-141,Churned,Churned,0.0,Free
C00498,2025-09-04,True,False,2025-09-06,99,97,Dormant,At-Risk,0.0,Free
C00499,2025-01-14,False,True,2025-01-14,332,332,Retained,Active,2994.0,High-Tier
C00500,2025-03-30,True,False,2025-03-31,257,256,Dormant,At-Risk,0.0,Free
C00501,2025-04-10,True,False,2025-04-22,246,234,Dormant,At-Risk,0.0,Free
C00502,2024-12-14,True,False,2024-12-16,363,361,Dormant,At-Risk,0.0,Free
C00503,2025-07-08,True,False,2026-01-17,157,-36,Engagement,Active,0.0,Free
C00504,2025-05-17,True,False,2025-05-24,209,202,Dormant,At-Risk,0.0,Free
C00505,2025-04-05,False,True,2025-04-05,251,251,Retained,Active,2994.0,High-Tier
C00506,2025-02-01,True,False,2025-02-10,314,305,Dormant,At-Risk,0.0,Free
C00507,2025-06-23,True,False,2025-08-06,172,128,Dormant,At-Risk,0.0,Free
C00508,2025-10-23,True,False,2025-11-02,50,40,Dormant,At-Risk,0.0,Free
C00509,2025-11-07,True,False,2025-11-07,35,35,Dormant,At-Risk,0.0,Free
C00510,2025-01-28,True,False,2025-02-10,318,305,Dormant,At-Risk,0.0,Free
C00511,2025-10-22,True,False,2025-10-28,51,45,Dormant,At-Risk,0.0,Free
C00512,2025-03-30,False,True,2025-03-30,257,257,Retained,Active,2994.0,High-Tier
C00513,2025-09-21,True,False,2025-12-29,82,-17,Engagement,Active,0.0,Free
C00514,2025-08-04,True,True,2025-08-14,130,120,Retained,Active,5994.0,High-Tier
C00515,2025-09-17,True,False,2025-09-26,86,77,Dormant,At-Risk,0.0,Free
C00516,2024-12-19,True,False,2025-01-02,358,344,Dormant,At-Risk,0.0,Free
C00517,2024-12-30,True,True,2025-02-06,347,309,Retained,Active,2994.0,High-Tier
C00518,2025-10-27,True,False,2025-11-03,46,39,Dormant,At-Risk,0.0,Free
C00519,2025-05-06,True,True,2025-07-02,220,163,Retained,Active,5994.0,High-Tier
C00520,2025-02-22,True,False,2025-03-02,293,285,Dormant,At-Risk,0.0,Free
C00521,2025-05-16,True,False,2025-05-23,210,203,Dormant,At-Risk,0.0,Free
C00522,2025-07-10,True,False,2025-10-21,155,52,Dormant,At-Risk,0.0,Free
C00523,2025-10-08,True,True,2025-10-20,65,53,Retained,Active,2994.0,High-Tier
C00524,2025-11-05,True,False,2025-11-14,37,28,Engagement,Active,0.0,Free
C00525,2025-10-28,False,False,2025-10-28,45,45,Churned,Churned,0.0,Free
C00526,2025-08-12,False,True,2025-08-12,122,122,Retained,Active,2994.0,High-Tier
C00527,2025-01-15,False,True,2025-07-23,331,142,Retained,Active,2994.0,High-Tier
C00528,2025-05-19,False,True,2025-05-19,207,207,Retained,Active,5994.0,High-Tier
C00529,2025-07-21,False,False,2025-07-21,144,144,Churned,Churned,0.0,Free
C00530,2025-06-24,True,False,2025-07-06,171,159,Dormant,At-Risk,0.0,Free
C00531,2025-02-17,False,False,2025-02-17,298,298,Churned,Churned,0.0,Free
C00532,2025-04-06,True,False,2025-04-12,250,244,Dormant,At-Risk,0.0,Free
C00533,2025-02-12,False,False,2025-06-14,303,181,Churned,Churned,0.0,Free
C00534,2025-05-22,True,False,2025-10-06,204,67,Dormant,At-Risk,0.0,Free
C00535,2025-05-28,True,False,2025-06-11,198,184,Dormant,At-Risk,0.0,Free
C00536,2025-09-19,False,False,2025-09-19,84,84,Churned,Churned,0.0,Free
C00537,2024-12-27,False,False,2024-12-27,350,350,Churned,Churned,0.0,Free
C00538,2025-02-27,True,False,2025-03-03,288,284,Dormant,At-Risk,0.0,Free
C00539,2025-11-04,True,True,2025-11-07,38,35,Retained,Active,2994.0,High-Tier
C00540,2025-05-20,False,False,2025-08-05,206,129,Churned,Churned,0.0,Free
C00541,2025-11-05,True,False,2025-11-07,37,35,Dormant,At-Risk,0.0,Free
C00542,2025-12-06,True,False,2025-12-13,6,-1,Engagement,Active,0.0,Free
C00543,2025-10-24,True,True,2025-10-25,49,48,Retained,Active,1194.0,High-Tier
C00544,2025-10-10,False,False,2025-12-16,63,-4,Churned,Churned,0.0,Free
C00545,2025-10-13,True,False,2026-04-01,60,-110,Engagement,Active,0.0,Free
C00546,2025-05-08,True,False,2025-05-08,218,218,Dormant,At-Risk,0.0,Free
C00547,2025-01-11,True,False,2025-01-16,335,330,Dormant,At-Risk,0.0,Free
C00548,2025-09-19,False,True,2025-09-19,84,84,Retained,Active,2994.0,High-Tier
C00549,2025-05-20,True,False,2025-05-25,206,201,Dormant,At-Risk,0.0,Free
C00550,2025-01-19,True,True,2025-01-25,327,321,Retained,Active,5994.0,High-Tier
C00551,2025-06-23,True,False,2025-06-28,172,167,Dormant,At-Risk,0.0,Free
C00552,2025-12-04,False,True,2025-12-04,8,8,Retained,Active,2994.0,High-Tier
C00553,2025-09-22,True,False,2025-09-28,81,75,Dormant,At-Risk,0.0,Free
C00554,2025-10-12,True,False,2025-10-20,61,53,Dormant,At-Risk,0.0,Free
C00555,2025-09-06,True,False,2025-09-15,97,88,Dormant,At-Risk,0.0,Free
C00556,2025-11-01,True,True,2025-11-11,41,31,Retained,Active,2994.0,High-Tier
C00557,2025-09-12,True,False,2025-09-17,91,86,Dormant,At-Risk,0.0,Free
C00558,2025-09-25,True,True,2025-10-21,78,52,Retained,Active,2994.0,High-Tier
C00559,2025-06-25,False,False,2025-06-25,170,170,Churned,Churned,0.0,Free
C00560,2025-01-05,True,False,2025-01-15,341,331,Dormant,At-Risk,0.0,Free
C00561,2025-01-29,False,False,2025-01-29,317,317,Churned,Churned,0.0,Free
C00562,2025-03-26,False,False,2025-03-26,261,261,Churned,Churned,0.0,Free
C00563,2025-10-12,False,False,2025-11-26,61,16,Churned,Churned,0.0,Free
C00564,2025-08-05,True,False,2025-08-07,129,127,Dormant,At-Risk,0.0,Free
C00565,2025-05-02,False,False,2025-05-02,224,224,Churned,Churned,0.0,Free
C00566,2025-05-14,True,False,2025-08-08,212,126,Dormant,At-Risk,0.0,Free
C00567,2025-02-02,False,False,2025-02-02,313,313,Churned,Churned,0.0,Free
C00568,2025-02-26,False,True,2025-02-26,289,289,Retained,Active,1194.0,High-Tier
C00569,2025-11-29,False,False,2025-11-29,13,13,Acquisition,New,0.0,Free
C00570,2025-02-12,True,False,2025-03-22,303,265,Dormant,At-Risk,0.0,Free
C00571,2025-02-07,False,False,2025-02-07,308,308,Churned,Churned,0.0,Free
C00572,2025-07-03,True,False,2025-07-12,162,153,Dormant,At-Risk,0.0,Free
C00573,2025-07-20,True,False,2025-07-28,145,137,Dormant,At-Risk,0.0,Free
C00574,2025-04-30,True,False,2025-05-07,226,219,Dormant,At-Risk,0.0,Free
C00575,2025-12-11,True,False,2025-12-12,1,0,Engagement,Active,0.0,Free
C00576,2025-02-02,True,False,2025-02-09,313,306,Dormant,At-Risk,0.0,Free
C00577,2025-05-09,True,False,2025-05-09,217,217,Dormant,At-Risk,0.0,Free
C00578,2025-01-28,True,False,2025-02-06,318,309,Dormant,At-Risk,0.0,Free
C00579,2025-08-16,True,True,2026-01-20,118,-39,Retained,Active,5994.0,High-Tier
C00580,2025-08-20,False,True,2025-11-20,114,22,Retained,Active,2994.0,High-Tier
C00581,2025-06-23,False,False,2025-12-30,172,-18,Churned,Churned,0.0,Free
C00582,2025-05-07,True,False,2025-05-08,219,218,Dormant,At-Risk,0.0,Free
C00583,2025-07-10,True,False,2025-07-17,155,148,Dormant,At-Risk,0.0,Free
C00584,2025-02-09,True,True,2025-02-19,306,296,Retained,Active,5994.0,High-Tier
C00585,2025-08-16,True,False,2025-08-21,118,113,Dormant,At-Risk,0.0,Free
C00586,2025-09-23,True,True,2025-10-02,80,71,Retained,Active,1194.0,High-Tier
C00587,2025-05-01,True,False,2025-05-12,225,214,Dormant,At-Risk,0.0,Free
C00588,2025-07-05,False,True,2025-07-05,160,160,Retained,Active,1194.0,High-Tier
C00589,2025-02-13,False,False,2025-02-13,302,302,Churned,Churned,0.0,Free
C00590,2024-12-26,True,True,2025-01-01,351,345,Retained,Active,5994.0,High-Tier
C00591,2025-08-27,True,False,2025-09-01,107,102,Dormant,At-Risk,0.0,Free
C00592,2025-08-16,True,True,2025-08-26,118,108,Retained,Active,5994.0,High-Tier
C00593,2025-04-10,True,True,2025-04-15,246,241,Retained,Active,1194.0,High-Tier
C00594,2024-12-18,True,False,2024-12-31,359,346,Dormant,At-Risk,0.0,Free
C00595,2025-01-06,False,True,2025-01-06,340,340,Retained,Active,2994.0,High-Tier
C00596,2025-01-23,True,False,2025-02-05,323,310,Dormant,At-Risk,0.0,Free
C00597,2025-01-24,True,False,2025-02-01,322,314,Dormant,At-Risk,0.0,Free
C00598,2025-05-26,True,False,2025-05-29,200,197,Dormant,At-Risk,0.0,Free
C00599,2025-04-02,True,True,2025-04-10,254,246,Retained,Active,2994.0,High-Tier
C00600,2025-09-25,False,False,2026-04-04,78,-113,Churned,Churned,0.0,Free
C00601,2025-08-11,True,False,2025-08-15,123,119,Dormant,At-Risk,0.0,Free
C00602,2025-03-07,False,True,2025-03-07,280,280,Retained,Active,2994.0,High-Tier
C00603,2025-05-19,True,True,2025-05-22,207,204,Retained,Active,5994.0,High-Tier
C00604,2025-08-24,True,False,2025-12-26,110,-14,Engagement,Active,0.0,Free
C00605,2025-02-25,True,True,2025-03-02,290,285,Retained,Active,1194.0,High-Tier
C00606,2025-06-15,True,True,2025-06-26,180,169,Retained,Active,1194.0,High-Tier
C00607,2025-02-17,False,True,2025-02-17,298,298,Retained,Active,1194.0,High-Tier
C00608,2024-12-28,False,False,2024-12-28,349,349,Churned,Churned,0.0,Free
C00609,2025-11-01,False,False,2026-03-17,41,-95,Churned,Churned,0.0,Free
C00610,2025-08-22,True,False,2025-09-03,112,100,Dormant,At-Risk,0.0,Free
C00611,2025-04-12,False,True,2025-04-12,244,244,Retained,Active,1194.0,High-Tier
C00612,2024-12-23,True,True,2025-01-05,354,341,Retained,Active,1194.0,High-Tier
C00613,2025-03-12,True,False,2025-03-19,275,268,Dormant,At-Risk,0.0,Free
C00614,2025-05-31,False,False,2025-05-31,195,195,Churned,Churned,0.0,Free
C00615,2025-01-10,False,False,2025-01-10,336,336,Churned,Churned,0.0,Free
C00616,2025-05-11,True,False,2025-05-15,215,211,Dormant,At-Risk,0.0,Free
C00617,2025-09-23,True,True,2025-09-24,80,79,Retained,Active,5994.0,High-Tier
C00618,2025-03-25,False,False,2025-03-25,262,262,Churned,Churned,0.0,Free
C00619,2025-01-08,False,False,2025-01-08,338,338,Churned,Churned,0.0,Free
C00620,2025-03-09,False,True,2025-03-09,278,278,Retained,Active,2994.0,High-Tier
C00621,2025-04-14,True,False,2025-04-25,242,231,Dormant,At-Risk,0.0,Free
C00622,2025-11-12,True,False,2025-11-26,30,16,Engagement,Active,0.0,Free
C00623,2025-02-15,False,False,2025-02-15,300,300,Churned,Churned,0.0,Free
C00624,2025-05-17,True,True,2025-05-27,209,199,Retained,Active,1194.0,High-Tier
C00625,2025-04-16,True,False,2025-04-19,240,237,Dormant,At-Risk,0.0,Free
C00626,2025-04-17,True,False,2025-04-29,239,227,Dormant,At-Risk,0.0,Free
C00627,2025-03-03,False,False,2025-03-03,284,284,Churned,Churned,0.0,Free
C00628,2025-10-22,True,False,2025-10-27,51,46,Dormant,At-Risk,0.0,Free
C00629,2025-12-03,True,False,2025-12-17,9,-5,Engagement,Active,0.0,Free
C00630,2025-11-19,True,False,2025-11-19,23,23,Engagement,Active,0.0,Free
C00631,2025-11-13,False,True,2025-11-13,29,29,Retained,Active,5994.0,High-Tier
C00632,2025-02-05,False,True,2025-02-05,310,310,Retained,Active,5994.0,High-Tier
C00633,2025-11-07,False,False,2025-11-07,35,35,Churned,Churned,0.0,Free
C00634,2025-10-24,True,True,2025-11-01,49,41,Retained,Active,2994.0,High-Tier
C00635,2025-12-07,True,False,2025-12-14,5,-2,Engagement,Active,0.0,Free
C00636,2025-10-31,True,False,2025-11-03,42,39,Dormant,At-Risk,0.0,Free
C00637,2024-12-26,False,False,2024-12-26,351,351,Churned,Churned,0.0,Free
C00638,2025-09-19,True,False,2025-09-22,84,81,Dormant,At-Risk,0.0,Free
C00639,2025-07-24,True,False,2025-08-01,141,133,Dormant,At-Risk,0.0,Free
C00640,2025-04-13,False,False,2025-04-13,243,243,Churned,Churned,0.0,Free
C00641,2025-08-26,True,True,2025-12-22,108,-10,Retained,Active,1194.0,High-Tier
C00642,2025-02-28,False,False,2025-02-28,287,287,Churned,Churned,0.0,Free
C00643,2025-02-18,False,False,2025-02-18,297,297,Churned,Churned,0.0,Free
C00644,2025-08-08,False,False,2025-10-07,126,66,Churned,Churned,0.0,Free
C00645,2025-12-11,True,False,2025-12-25,1,-13,Engagement,Active,0.0,Free
