ticket_id,user_id,created_at,resolved_at,ticket_category,nps_score,nps_comment
tkt_36cb,usr_99c3217c,2024-02-05T00:00:00Z,2024-02-06T13:00:00Z,feature_req,4.0,
tkt_77aa,usr_10dfb438,2024-12-23T00:00:00Z,2024-12-25T17:00:00Z,access,10.0,Sample comment
tkt_1dbf,usr_d74f0fb0,2024-04-09T00:00:00Z,2024-04-09T14:00:00Z,access,8.0,Sample comment
tkt_061b,usr_141620a2,2024-08-25T00:00:00Z,2024-08-25T12:00:00Z,technical,10.0,
tkt_1132,usr_20392167,2024-12-05T00:00:00Z,2024-12-05T02:00:00Z,billing,10.0,
tkt_49e8,usr_28c0171f,2024-05-06T00:00:00Z,2024-05-06T01:00:00Z,access,9.0,
tkt_61a9,usr_9675f34b,2024-10-22T00:00:00Z,2024-10-22T20:00:00Z,access,9.0,
tkt_9659,usr_bb05cbce,2024-04-10T00:00:00Z,2024-04-12T00:00:00Z,feature_req,10.0,
tkt_e095,usr_b12fa472,2024-07-14T00:00:00Z,2024-07-17T04:00:00Z,access,9.0,
tkt_c856,usr_33297e20,2024-05-06T00:00:00Z,2024-05-06T06:00:00Z,technical,10.0,Sample comment
tkt_a337,usr_6ed2d127,2024-11-23T00:00:00Z,2024-11-24T06:00:00Z,feature_req,10.0,
tkt_64e2,usr_59192d39,2024-01-24T00:00:00Z,2024-01-24T07:00:00Z,feature_req,8.0,
tkt_1039,usr_71a398e4,2024-12-03T00:00:00Z,2024-12-04T14:00:00Z,technical,10.0,Sample comment
tkt_0d3a,usr_32a80254,2024-05-30T00:00:00Z,2024-05-31T00:00:00Z,billing,8.0,
tkt_621e,usr_17f360c4,2024-12-19T00:00:00Z,2024-12-22T10:00:00Z,access,8.0,
tkt_5b94,usr_d7920980,2024-04-22T00:00:00Z,2024-04-22T14:00:00Z,access,3.0,
tkt_bb27,usr_703a296d,2024-05-06T00:00:00Z,2024-05-07T02:00:00Z,feature_req,4.0,
tkt_bba3,usr_e370a1c3,2024-12-07T00:00:00Z,2024-12-09T05:00:00Z,access,1.0,
tkt_8a9d,usr_6695484d,2024-11-10T00:00:00Z,2024-11-10T09:00:00Z,feature_req,8.0,
tkt_fd24,usr_f1a8f789,2024-10-10T00:00:00Z,2024-10-10T12:00:00Z,feature_req,9.0,
tkt_fe8e,usr_46ca72b4,2024-04-10T00:00:00Z,2024-04-12T22:00:00Z,feature_req,10.0,Sample comment
tkt_2a72,usr_5a7d0fdc,2024-08-06T00:00:00Z,2024-08-09T18:00:00Z,access,2.0,Sample comment
tkt_b80c,usr_e6896e82,2024-06-22T00:00:00Z,2024-06-23T22:00:00Z,billing,8.0,
tkt_737c,usr_fe60c16f,2024-11-12T00:00:00Z,2024-11-12T05:00:00Z,billing,10.0,Sample comment
tkt_42ea,usr_9c0717a1,2024-08-05T00:00:00Z,2024-08-06T20:00:00Z,feature_req,10.0,
tkt_f956,usr_7858499f,2024-12-19T00:00:00Z,2024-12-19T03:00:00Z,access,9.0,
tkt_5f71,usr_ea1a0e72,2024-04-01T00:00:00Z,2024-04-01T10:00:00Z,feature_req,9.0,Sample comment
tkt_db9b,usr_c692262d,2024-05-17T00:00:00Z,2024-05-20T23:00:00Z,technical,9.0,
tkt_b13b,usr_b8291c81,2024-10-17T00:00:00Z,2024-10-17T20:00:00Z,feature_req,9.0,
tkt_7674,usr_96bea53c,2024-03-09T00:00:00Z,2024-03-12T20:00:00Z,technical,10.0,
tkt_4214,usr_5aae1ee4,2024-04-30T00:00:00Z,2024-05-04T01:00:00Z,billing,8.0,Sample comment
tkt_f699,usr_1bbd660e,2024-03-13T00:00:00Z,2024-03-16T20:00:00Z,feature_req,0.0,
tkt_e223,usr_dbb3ea3f,2024-12-14T00:00:00Z,2024-12-15T06:00:00Z,feature_req,8.0,
tkt_581e,usr_7f47a2b1,2024-08-07T00:00:00Z,2024-08-09T19:00:00Z,technical,10.0,Sample comment
tkt_9524,usr_e73674ec,2024-04-21T00:00:00Z,2024-04-24T13:00:00Z,technical,9.0,
tkt_6aec,usr_7fd409bc,2024-11-16T00:00:00Z,2024-11-19T23:00:00Z,access,9.0,Sample comment
tkt_1657,usr_48764415,2024-11-22T00:00:00Z,2024-11-22T22:00:00Z,access,4.0,
tkt_139b,usr_018f9f9c,2024-10-29T00:00:00Z,2024-10-31T19:00:00Z,technical,8.0,Sample comment
tkt_8176,usr_8c469f41,2024-03-07T00:00:00Z,2024-03-10T17:00:00Z,billing,9.0,
tkt_fb3f,usr_b275e656,2024-11-18T00:00:00Z,2024-11-20T09:00:00Z,access,7.0,
tkt_63d2,usr_5c926cd1,2024-02-14T00:00:00Z,2024-02-16T01:00:00Z,feature_req,4.0,Sample comment
tkt_2ad3,usr_11aef1a9,2024-05-27T00:00:00Z,2024-05-29T18:00:00Z,access,2.0,
tkt_604f,usr_43461dc9,2024-03-26T00:00:00Z,2024-03-28T00:00:00Z,feature_req,10.0,
tkt_d2f8,usr_4bfdb2bc,2024-07-25T00:00:00Z,2024-07-26T10:00:00Z,billing,10.0,Sample comment
tkt_1c2a,usr_5791c15c,2024-04-22T00:00:00Z,2024-04-23T14:00:00Z,technical,7.0,
tkt_2926,usr_f1b5f457,2024-03-13T00:00:00Z,2024-03-14T10:00:00Z,technical,9.0,
tkt_be4e,usr_80e8db89,2024-10-09T00:00:00Z,2024-10-12T16:00:00Z,feature_req,1.0,
tkt_f3f6,usr_d3afa139,2024-11-10T00:00:00Z,2024-11-12T22:00:00Z,feature_req,6.0,
tkt_e0fa,usr_9d014b96,2024-11-04T00:00:00Z,2024-11-06T16:00:00Z,access,10.0,Sample comment
tkt_c78f,usr_a508cd28,2024-05-23T00:00:00Z,2024-05-26T17:00:00Z,feature_req,8.0,Sample comment
tkt_03e1,usr_8ceb4025,2024-10-24T00:00:00Z,2024-10-24T14:00:00Z,technical,10.0,
tkt_4361,usr_6301d657,2024-11-06T00:00:00Z,2024-11-10T00:00:00Z,billing,8.0,Sample comment
tkt_a5a5,usr_ae1f1daf,2024-12-23T00:00:00Z,2024-12-23T15:00:00Z,technical,8.0,
tkt_bf11,usr_789dfb06,2024-07-04T00:00:00Z,2024-07-07T06:00:00Z,feature_req,7.0,Sample comment
tkt_3a82,usr_cb0a3935,2024-11-25T00:00:00Z,2024-11-27T10:00:00Z,feature_req,8.0,
tkt_e0d9,usr_5b72d8ad,2024-12-28T00:00:00Z,2024-12-28T18:00:00Z,feature_req,8.0,Sample comment
tkt_a1d9,usr_4b5bea05,2024-04-10T00:00:00Z,2024-04-12T01:00:00Z,billing,8.0,Sample comment
tkt_85fa,usr_71606dc7,2024-03-31T00:00:00Z,2024-04-02T10:00:00Z,feature_req,9.0,
tkt_7476,usr_7a2db1f9,2024-05-24T00:00:00Z,2024-05-27T03:00:00Z,billing,10.0,
tkt_9654,usr_228fd40f,2024-10-27T00:00:00Z,2024-10-30T09:00:00Z,billing,8.0,
tkt_cca2,usr_661a81f0,2024-07-19T00:00:00Z,2024-07-22T11:00:00Z,access,7.0,
tkt_d609,usr_21aab7c3,2024-05-28T00:00:00Z,2024-05-29T23:00:00Z,technical,8.0,
tkt_4256,usr_e27c2e74,2024-06-13T00:00:00Z,2024-06-15T09:00:00Z,technical,8.0,
tkt_b01e,usr_e4e19579,2024-06-30T00:00:00Z,2024-07-03T02:00:00Z,access,10.0,
tkt_e241,usr_aa2cd842,2024-03-04T00:00:00Z,2024-03-06T02:00:00Z,technical,10.0,
tkt_19a0,usr_733510ca,2024-05-14T00:00:00Z,2024-05-14T22:00:00Z,feature_req,7.0,
tkt_8d48,usr_633d0b66,2024-11-01T00:00:00Z,2024-11-04T03:00:00Z,technical,10.0,
tkt_3d09,usr_e8a1ce52,2024-03-11T00:00:00Z,2024-03-12T14:00:00Z,billing,10.0,Sample comment
tkt_005e,usr_fe6e2f5c,2024-05-27T00:00:00Z,2024-05-27T07:00:00Z,access,10.0,
tkt_a19b,usr_5fd32ed5,2024-11-20T00:00:00Z,2024-11-23T07:00:00Z,billing,9.0,
tkt_6c0d,usr_8396d0bd,2024-03-18T00:00:00Z,2024-03-21T01:00:00Z,access,9.0,
tkt_2382,usr_c8b536d6,2024-11-15T00:00:00Z,2024-11-17T04:00:00Z,billing,7.0,
tkt_1ab0,usr_7ba6d414,2024-06-09T00:00:00Z,2024-06-11T20:00:00Z,billing,8.0,
tkt_daf7,usr_5d500354,2024-09-04T00:00:00Z,2024-09-04T07:00:00Z,feature_req,10.0,Sample comment
tkt_5987,usr_40b688f6,2024-07-23T00:00:00Z,2024-07-24T19:00:00Z,technical,6.0,
tkt_6657,usr_d998cf88,2024-05-24T00:00:00Z,2024-05-24T01:00:00Z,technical,10.0,
tkt_af61,usr_409efd0d,2024-04-16T00:00:00Z,2024-04-19T18:00:00Z,access,10.0,
tkt_fac7,usr_00a50b15,2024-12-24T00:00:00Z,2024-12-26T19:00:00Z,access,7.0,
tkt_fdd4,usr_355ebf9f,2024-08-06T00:00:00Z,2024-08-09T03:00:00Z,billing,10.0,
tkt_8fc4,usr_99ad8990,2024-11-23T00:00:00Z,2024-11-23T20:00:00Z,access,10.0,
tkt_4fdc,usr_99acd6c5,2024-08-05T00:00:00Z,2024-08-07T19:00:00Z,technical,7.0,
tkt_d074,usr_7f0011ff,2024-12-15T00:00:00Z,2024-12-19T04:00:00Z,technical,9.0,
tkt_796b,usr_023395a3,2024-10-22T00:00:00Z,2024-10-25T19:00:00Z,technical,10.0,
tkt_5156,usr_7a72f5fa,2024-08-09T00:00:00Z,2024-08-10T04:00:00Z,technical,1.0,
tkt_842e,usr_d14897a3,2024-05-25T00:00:00Z,2024-05-27T01:00:00Z,billing,10.0,
tkt_0866,usr_8fc879ff,2024-12-24T00:00:00Z,2024-12-27T23:00:00Z,technical,4.0,
tkt_a5d1,usr_8d618abb,2024-11-19T00:00:00Z,2024-11-20T03:00:00Z,feature_req,7.0,
tkt_9b89,usr_55bb78ed,2024-08-27T00:00:00Z,2024-08-28T02:00:00Z,feature_req,5.0,Sample comment
tkt_a757,usr_91a7cb4c,2024-10-05T00:00:00Z,2024-10-07T01:00:00Z,access,3.0,Sample comment
tkt_f5d7,usr_764b1251,2024-09-07T00:00:00Z,2024-09-09T09:00:00Z,access,4.0,
tkt_5577,usr_b1ea15d0,2024-12-24T00:00:00Z,2024-12-27T02:00:00Z,technical,10.0,
tkt_d8f2,usr_7c14a88a,2024-03-31T00:00:00Z,2024-04-03T06:00:00Z,access,10.0,Sample comment
tkt_b2de,usr_21d76628,2024-05-01T00:00:00Z,2024-05-03T04:00:00Z,access,9.0,
tkt_6399,usr_f108f243,2024-11-03T00:00:00Z,2024-11-05T07:00:00Z,access,9.0,
tkt_1eca,usr_02624d7c,2024-06-07T00:00:00Z,2024-06-08T01:00:00Z,feature_req,5.0,
tkt_1d72,usr_9cf610ae,2024-03-05T00:00:00Z,2024-03-08T00:00:00Z,billing,10.0,
tkt_3589,usr_ecf2596c,2024-10-07T00:00:00Z,2024-10-10T01:00:00Z,access,8.0,
tkt_3c2c,usr_b9c94ef7,2024-06-08T00:00:00Z,2024-06-09T19:00:00Z,technical,10.0,
tkt_7859,usr_193338bc,2024-09-21T00:00:00Z,2024-09-21T15:00:00Z,technical,7.0,
tkt_8bf0,usr_e446ae18,2024-04-04T00:00:00Z,2024-04-04T08:00:00Z,feature_req,9.0,
tkt_51ca,usr_37d1cb67,2024-11-19T00:00:00Z,2024-11-19T08:00:00Z,feature_req,8.0,
tkt_3b68,usr_3c42d20f,2024-07-07T00:00:00Z,2024-07-10T14:00:00Z,access,10.0,
tkt_ecd6,usr_8167b0e0,2024-03-29T00:00:00Z,2024-03-30T18:00:00Z,feature_req,9.0,
tkt_5445,usr_bcd4caff,2024-07-20T00:00:00Z,2024-07-21T12:00:00Z,billing,9.0,Sample comment
tkt_8942,usr_c3e3104c,2024-12-09T00:00:00Z,2024-12-09T23:00:00Z,billing,10.0,Sample comment
tkt_79d8,usr_900f0f20,2024-02-16T00:00:00Z,2024-02-18T01:00:00Z,access,9.0,Sample comment
tkt_9b28,usr_772ed390,2024-03-02T00:00:00Z,2024-03-04T17:00:00Z,billing,8.0,
tkt_51fb,usr_82f7ec8f,2024-12-26T00:00:00Z,2024-12-30T02:00:00Z,feature_req,9.0,
tkt_0f35,usr_016da45b,2024-02-04T00:00:00Z,2024-02-05T23:00:00Z,technical,9.0,
tkt_8f96,usr_bab56e18,2024-03-25T00:00:00Z,2024-03-27T04:00:00Z,technical,10.0,
tkt_1480,usr_db9e40b0,2024-07-29T00:00:00Z,2024-07-29T18:00:00Z,billing,7.0,
tkt_e702,usr_bbca293b,2024-08-03T00:00:00Z,2024-08-05T01:00:00Z,feature_req,9.0,
tkt_86ce,usr_34889c5f,2024-04-23T00:00:00Z,2024-04-23T01:00:00Z,billing,7.0,Sample comment
tkt_e545,usr_3e76f80e,2024-12-03T00:00:00Z,2024-12-04T11:00:00Z,feature_req,9.0,Sample comment
tkt_03ab,usr_7a270873,2024-12-24T00:00:00Z,2024-12-27T17:00:00Z,technical,10.0,
tkt_9c8f,usr_660cc595,2024-03-19T00:00:00Z,2024-03-20T00:00:00Z,billing,7.0,
tkt_4cdf,usr_81e53ccb,2024-02-08T00:00:00Z,2024-02-12T01:00:00Z,access,4.0,
tkt_329f,usr_b5bb108a,2024-10-13T00:00:00Z,2024-10-16T21:00:00Z,access,4.0,
tkt_44ce,usr_dee2d393,2024-04-11T00:00:00Z,2024-04-14T03:00:00Z,billing,9.0,Sample comment
tkt_1cbb,usr_a04b410a,2024-03-13T00:00:00Z,2024-03-14T00:00:00Z,feature_req,9.0,
tkt_051c,usr_9daff52a,2024-12-08T00:00:00Z,2024-12-12T01:00:00Z,access,9.0,
tkt_2140,usr_5e5d7ebb,2024-11-30T00:00:00Z,2024-12-03T09:00:00Z,feature_req,8.0,
tkt_a8d3,usr_bfd0bc46,2024-06-23T00:00:00Z,2024-06-26T18:00:00Z,billing,9.0,Sample comment
tkt_3fe5,usr_e580c437,2024-04-04T00:00:00Z,2024-04-04T22:00:00Z,technical,9.0,
tkt_3903,usr_083a67d3,2024-10-20T00:00:00Z,2024-10-21T02:00:00Z,technical,8.0,Sample comment
tkt_fbd3,usr_ac5d4ecf,2024-02-02T00:00:00Z,2024-02-02T12:00:00Z,feature_req,7.0,
tkt_f7b5,usr_0107943a,2024-11-28T00:00:00Z,2024-11-28T03:00:00Z,access,9.0,
tkt_36a3,usr_7cc54a27,2024-12-17T00:00:00Z,2024-12-18T02:00:00Z,billing,10.0,
tkt_992d,usr_9606f2c2,2024-03-04T00:00:00Z,2024-03-05T04:00:00Z,feature_req,5.0,
tkt_f64d,usr_6377c8d0,2024-12-11T00:00:00Z,2024-12-12T21:00:00Z,billing,9.0,
tkt_bad4,usr_623f7d67,2024-03-01T00:00:00Z,2024-03-02T15:00:00Z,feature_req,10.0,Sample comment
tkt_1b29,usr_71199a43,2024-11-24T00:00:00Z,2024-11-25T20:00:00Z,feature_req,9.0,Sample comment
tkt_8c5b,usr_ac146cde,2024-08-08T00:00:00Z,2024-08-11T11:00:00Z,feature_req,9.0,
tkt_908b,usr_a8d58ef2,2024-02-25T00:00:00Z,2024-02-26T14:00:00Z,feature_req,9.0,
tkt_dc51,usr_0bbc236c,2024-08-11T00:00:00Z,2024-08-11T14:00:00Z,feature_req,9.0,
tkt_948b,usr_d870144a,2024-04-03T00:00:00Z,2024-04-04T06:00:00Z,billing,10.0,Sample comment
tkt_fddf,usr_89dbe5af,2024-11-22T00:00:00Z,2024-11-24T14:00:00Z,feature_req,10.0,
tkt_c66b,usr_69a63492,2024-05-13T00:00:00Z,2024-05-14T10:00:00Z,billing,8.0,
tkt_f930,usr_b8c31730,2024-12-31T00:00:00Z,,technical,,
tkt_341d,usr_8685a84d,2024-04-13T00:00:00Z,2024-04-14T03:00:00Z,feature_req,9.0,
tkt_d09c,usr_79b8d54c,2024-08-15T00:00:00Z,2024-08-15T10:00:00Z,technical,8.0,
tkt_d7f1,usr_c943a25f,2024-04-12T00:00:00Z,2024-04-14T04:00:00Z,access,8.0,
tkt_d101,usr_79da2eee,2024-06-09T00:00:00Z,2024-06-09T17:00:00Z,access,10.0,
tkt_5355,usr_48ebc61d,2024-10-28T00:00:00Z,2024-10-30T18:00:00Z,billing,10.0,
tkt_81c8,usr_c89dc318,2024-11-08T00:00:00Z,2024-11-08T11:00:00Z,technical,9.0,Sample comment
tkt_b446,usr_7ac115aa,2024-11-25T00:00:00Z,2024-11-25T11:00:00Z,billing,10.0,
tkt_cdfb,usr_9c01c5a9,2024-08-16T00:00:00Z,2024-08-16T14:00:00Z,billing,9.0,
tkt_0d63,usr_5dc71760,2024-04-25T00:00:00Z,2024-04-28T12:00:00Z,access,8.0,Sample comment
tkt_c6b3,usr_e04afdc4,2024-04-08T00:00:00Z,2024-04-10T22:00:00Z,access,9.0,Sample comment
tkt_150f,usr_7897969d,2024-04-16T00:00:00Z,2024-04-17T03:00:00Z,billing,10.0,
tkt_bc1f,usr_15b843a3,2024-07-10T00:00:00Z,2024-07-10T15:00:00Z,access,10.0,Sample comment
tkt_58e0,usr_5dafd3a6,2024-05-10T00:00:00Z,2024-05-10T10:00:00Z,access,9.0,
tkt_da2e,usr_dae33faf,2024-12-08T00:00:00Z,2024-12-09T17:00:00Z,access,10.0,
tkt_be69,usr_2215d6d9,2024-11-14T00:00:00Z,2024-11-16T04:00:00Z,billing,7.0,Sample comment
tkt_5134,usr_91507c5c,2024-12-20T00:00:00Z,2024-12-20T01:00:00Z,technical,9.0,Sample comment
tkt_d098,usr_821c9495,2024-10-07T00:00:00Z,2024-10-08T14:00:00Z,billing,10.0,
tkt_9608,usr_6d8802d8,2024-11-18T00:00:00Z,2024-11-20T22:00:00Z,billing,9.0,
tkt_7866,usr_c3bf7ead,2024-06-14T00:00:00Z,2024-06-17T18:00:00Z,technical,10.0,
tkt_b563,usr_85852ca7,2024-04-18T00:00:00Z,2024-04-20T13:00:00Z,technical,10.0,
tkt_a2ae,usr_5d3c9a02,2024-05-10T00:00:00Z,2024-05-13T21:00:00Z,technical,10.0,
tkt_9be9,usr_885dd6b9,2024-11-15T00:00:00Z,2024-11-17T00:00:00Z,access,9.0,
tkt_001e,usr_c04140c3,2024-03-17T00:00:00Z,2024-03-17T11:00:00Z,technical,8.0,
tkt_ee5a,usr_e68c9d4c,2024-02-29T00:00:00Z,2024-03-01T23:00:00Z,feature_req,7.0,
tkt_10c3,usr_f8e859d4,2024-07-05T00:00:00Z,2024-07-08T00:00:00Z,feature_req,9.0,
tkt_2d7a,usr_91ef18b0,2024-02-21T00:00:00Z,2024-02-23T23:00:00Z,technical,4.0,
tkt_7046,usr_9405366e,2024-10-03T00:00:00Z,2024-10-04T08:00:00Z,billing,10.0,Sample comment
tkt_4420,usr_798e6a0e,2024-04-07T00:00:00Z,2024-04-09T14:00:00Z,billing,10.0,
tkt_4f4a,usr_8137696c,2024-07-05T00:00:00Z,2024-07-08T14:00:00Z,billing,9.0,Sample comment
tkt_dbe1,usr_c687abe7,2024-04-17T00:00:00Z,2024-04-18T10:00:00Z,feature_req,9.0,
tkt_0484,usr_8b613ecd,2024-07-03T00:00:00Z,2024-07-05T07:00:00Z,feature_req,8.0,
tkt_9378,usr_b2341c1f,2024-07-06T00:00:00Z,2024-07-09T16:00:00Z,technical,8.0,Sample comment
tkt_60a9,usr_862c8ced,2024-02-25T00:00:00Z,2024-02-28T01:00:00Z,access,7.0,
tkt_9012,usr_d20e41f6,2024-04-30T00:00:00Z,2024-04-30T07:00:00Z,access,9.0,
tkt_802f,usr_2f0e5e8e,2024-03-29T00:00:00Z,2024-04-01T18:00:00Z,access,10.0,
tkt_1877,usr_7cca6948,2024-08-19T00:00:00Z,2024-08-19T11:00:00Z,technical,6.0,
tkt_c644,usr_c30d476b,2024-12-13T00:00:00Z,2024-12-13T03:00:00Z,technical,7.0,Sample comment
tkt_efae,usr_2aa15cdf,2024-02-24T00:00:00Z,2024-02-25T19:00:00Z,billing,10.0,
tkt_9a91,usr_5595a42a,2024-08-27T00:00:00Z,2024-08-27T18:00:00Z,technical,7.0,
tkt_6616,usr_7e5a38da,2024-03-17T00:00:00Z,2024-03-18T23:00:00Z,access,8.0,
tkt_0bf5,usr_6bb120a5,2024-04-10T00:00:00Z,2024-04-10T07:00:00Z,technical,10.0,
tkt_c624,usr_2f1c3f57,2024-05-26T00:00:00Z,2024-05-30T01:00:00Z,access,10.0,
tkt_6d5d,usr_4239dc13,2024-02-01T00:00:00Z,2024-02-03T07:00:00Z,access,9.0,
tkt_4932,usr_65d953c4,2024-07-11T00:00:00Z,2024-07-12T17:00:00Z,feature_req,9.0,
tkt_0ced,usr_b455a507,2024-11-26T00:00:00Z,2024-11-29T19:00:00Z,billing,9.0,
tkt_0b88,usr_05fa8653,2024-11-02T00:00:00Z,2024-11-02T12:00:00Z,billing,10.0,Sample comment
tkt_0194,usr_7301eeb0,2024-12-04T00:00:00Z,2024-12-05T09:00:00Z,technical,9.0,
tkt_8654,usr_3c2c06cf,2024-11-09T00:00:00Z,2024-11-09T19:00:00Z,technical,9.0,
tkt_2598,usr_517e6f99,2024-08-19T00:00:00Z,2024-08-20T14:00:00Z,access,10.0,Sample comment
tkt_fafa,usr_05ed4d05,2024-11-01T00:00:00Z,2024-11-04T06:00:00Z,feature_req,8.0,Sample comment
tkt_35b0,usr_9f0c50c9,2024-03-17T00:00:00Z,2024-03-18T19:00:00Z,billing,9.0,
tkt_9bbd,usr_a64656f8,2024-11-09T00:00:00Z,2024-11-09T16:00:00Z,feature_req,8.0,
tkt_6d6a,usr_f489d6c2,2024-06-20T00:00:00Z,2024-06-22T09:00:00Z,billing,10.0,Sample comment
tkt_d51f,usr_e71150b3,2024-12-14T00:00:00Z,2024-12-14T19:00:00Z,technical,9.0,
tkt_b2b9,usr_d8e820a5,2024-08-01T00:00:00Z,2024-08-01T19:00:00Z,billing,10.0,
tkt_6a8e,usr_8a666f08,2024-04-27T00:00:00Z,2024-04-28T19:00:00Z,billing,10.0,
tkt_3fd2,usr_3554acda,2024-08-09T00:00:00Z,2024-08-09T07:00:00Z,technical,7.0,
tkt_b697,usr_ac9e579d,2024-11-12T00:00:00Z,2024-11-12T03:00:00Z,technical,9.0,
tkt_13f1,usr_54f2ea90,2024-09-21T00:00:00Z,2024-09-23T23:00:00Z,technical,10.0,
tkt_921e,usr_e5246089,2024-07-11T00:00:00Z,2024-07-14T22:00:00Z,access,9.0,Sample comment
tkt_4d75,usr_c51527bb,2024-08-31T00:00:00Z,2024-09-03T16:00:00Z,billing,9.0,
tkt_944f,usr_5234b82f,2024-07-17T00:00:00Z,2024-07-17T15:00:00Z,technical,10.0,
tkt_b5b0,usr_6c25dd30,2024-05-20T00:00:00Z,2024-05-23T02:00:00Z,feature_req,10.0,Sample comment
tkt_cbd3,usr_56758f84,2024-12-22T00:00:00Z,2024-12-24T00:00:00Z,feature_req,7.0,
tkt_3644,usr_f7a2e51e,2024-06-03T00:00:00Z,2024-06-05T06:00:00Z,technical,10.0,
tkt_e54e,usr_988559ff,2024-07-18T00:00:00Z,2024-07-20T16:00:00Z,billing,8.0,Sample comment
tkt_bc8c,usr_b1e7c627,2024-08-21T00:00:00Z,2024-08-22T12:00:00Z,feature_req,7.0,
tkt_9349,usr_24c27504,2024-11-25T00:00:00Z,2024-11-26T13:00:00Z,access,6.0,
tkt_6c32,usr_6aedfd65,2024-12-08T00:00:00Z,2024-12-09T22:00:00Z,access,9.0,
tkt_22fe,usr_f8a1d903,2024-09-29T00:00:00Z,2024-10-02T05:00:00Z,feature_req,10.0,Sample comment
tkt_5d7c,usr_d6704c1e,2024-01-15T00:00:00Z,2024-01-17T19:00:00Z,technical,9.0,
tkt_acf1,usr_1e526bea,2024-10-05T00:00:00Z,2024-10-06T01:00:00Z,billing,6.0,
tkt_6f3c,usr_63a08f71,2024-05-18T00:00:00Z,2024-05-22T01:00:00Z,feature_req,10.0,Sample comment
tkt_ecc9,usr_497512e7,2024-10-21T00:00:00Z,2024-10-24T18:00:00Z,technical,4.0,
tkt_b2d9,usr_91006d62,2024-09-09T00:00:00Z,2024-09-13T03:00:00Z,feature_req,4.0,
tkt_1280,usr_065f9f66,2024-04-24T00:00:00Z,2024-04-25T15:00:00Z,access,9.0,
tkt_7d09,usr_e9fdb455,2024-05-31T00:00:00Z,2024-06-03T03:00:00Z,access,9.0,Sample comment
tkt_0aae,usr_d02084e1,2024-05-12T00:00:00Z,2024-05-14T08:00:00Z,access,6.0,
tkt_2561,usr_b363a531,2024-01-30T00:00:00Z,2024-01-30T14:00:00Z,technical,9.0,
tkt_b873,usr_297dfe3c,2024-04-22T00:00:00Z,2024-04-22T10:00:00Z,billing,7.0,Sample comment
tkt_ff3e,usr_17d787c8,2024-12-06T00:00:00Z,2024-12-06T04:00:00Z,feature_req,9.0,Sample comment
tkt_5bfa,usr_247286e7,2024-02-07T00:00:00Z,2024-02-08T01:00:00Z,technical,10.0,
tkt_5c0f,usr_a837c94b,2024-06-07T00:00:00Z,2024-06-07T09:00:00Z,access,10.0,
tkt_bedf,usr_680e865e,2024-08-09T00:00:00Z,2024-08-09T21:00:00Z,technical,8.0,
tkt_b495,usr_6efa66bf,2024-10-17T00:00:00Z,2024-10-18T20:00:00Z,technical,10.0,
tkt_4e7f,usr_5a4b1e69,2024-04-25T00:00:00Z,2024-04-26T03:00:00Z,billing,8.0,Sample comment
tkt_11ec,usr_bc6521d7,2024-12-13T00:00:00Z,2024-12-13T09:00:00Z,billing,7.0,
tkt_082c,usr_1828269e,2024-07-07T00:00:00Z,2024-07-10T02:00:00Z,feature_req,10.0,
tkt_9c7b,usr_ad2e353f,2024-07-19T00:00:00Z,2024-07-20T22:00:00Z,access,10.0,
tkt_a456,usr_a610277c,2024-04-18T00:00:00Z,2024-04-18T03:00:00Z,billing,10.0,
tkt_de30,usr_39d0f1e9,2024-03-24T00:00:00Z,2024-03-25T05:00:00Z,feature_req,10.0,
tkt_1f90,usr_6296c042,2024-08-26T00:00:00Z,2024-08-26T12:00:00Z,access,9.0,Sample comment
tkt_a07e,usr_480b4567,2024-11-24T00:00:00Z,2024-11-24T07:00:00Z,technical,8.0,Sample comment
tkt_08cd,usr_66a39c7d,2024-09-13T00:00:00Z,2024-09-13T22:00:00Z,access,10.0,
tkt_5270,usr_6797dec1,2024-10-27T00:00:00Z,2024-10-27T10:00:00Z,billing,9.0,
tkt_20f2,usr_06704491,2024-12-02T00:00:00Z,2024-12-03T13:00:00Z,billing,8.0,
tkt_ca41,usr_874ff623,2024-08-04T00:00:00Z,2024-08-06T03:00:00Z,access,9.0,
tkt_1649,usr_f6d1a43e,2024-09-10T00:00:00Z,2024-09-12T07:00:00Z,technical,8.0,Sample comment
tkt_9700,usr_774b6cd2,2024-10-13T00:00:00Z,2024-10-16T07:00:00Z,billing,9.0,
tkt_3519,usr_e8e36af4,2024-06-21T00:00:00Z,2024-06-23T12:00:00Z,feature_req,7.0,Sample comment
tkt_22ee,usr_068c7997,2024-04-18T00:00:00Z,2024-04-20T22:00:00Z,billing,6.0,
tkt_5db7,usr_0b1f7aa9,2024-09-21T00:00:00Z,2024-09-21T10:00:00Z,feature_req,10.0,
tkt_3994,usr_5329f279,2024-06-08T00:00:00Z,2024-06-10T10:00:00Z,access,9.0,
tkt_65eb,usr_7f580e68,2024-04-13T00:00:00Z,2024-04-16T02:00:00Z,access,9.0,
tkt_51f0,usr_48a2f962,2024-05-26T00:00:00Z,2024-05-26T02:00:00Z,access,9.0,
tkt_b532,usr_3f34c66e,2024-12-04T00:00:00Z,2024-12-04T22:00:00Z,access,9.0,Sample comment
tkt_d237,usr_d7884795,2024-08-29T00:00:00Z,2024-09-02T02:00:00Z,billing,7.0,
