user_id,company_id,signup_date,country,acquisition_channel,initial_plan,job_role,email
usr_3e2bd83d,cmp_9caa80,2024-02-26,de,social,trial_basic,member,usr_3e2bd83d
usr_6e42bfa4,cmp_f2b772,2024-01-27,in,referral,trial_basic,member,usr_6e42bfa4
usr_fbf65931,cmp_c05dc8,2024-09-01,in,referral,trial_basic,member,usr_fbf65931
usr_e81b2ccd,cmp_6c9afb,2024-04-29,in,direct,trial_basic,admin,usr_e81b2ccd
usr_578635ae,cmp_0c3f0d,2024-09-08,es,referral,trial_pro,member,usr_578635ae
usr_2e6a6512,cmp_12293c,2024-11-05,fr,referral,trial_basic,member,usr_2e6a6512
usr_246de19b,cmp_a8b73e,2024-07-04,uk,email,trial_pro,member,usr_246de19b
usr_d5fb1505,cmp_07e717,2024-02-01,de,direct,trial_basic,viewer,usr_d5fb1505
usr_b8db5ca5,cmp_591b5b,2024-11-07,es,email,free,viewer,usr_b8db5ca5
usr_447e3547,cmp_c0a629,2024-03-29,es,referral,trial_pro,member,usr_447e3547
usr_aef2ba58,cmp_945a1a,2024-02-19,de,paid_search,free,member,usr_aef2ba58
usr_960d036a,cmp_d83824,2024-02-06,fr,social,trial_pro,admin,usr_960d036a
usr_ba3cb3ab,cmp_8dd538,2024-09-01,es,referral,trial_basic,admin,usr_ba3cb3ab
usr_0ecc9cab,cmp_9579d3,2024-07-06,us,direct,trial_pro,admin,usr_0ecc9cab
usr_cebbf743,cmp_b93a72,2024-03-14,de,organic,trial_basic,member,usr_cebbf743
usr_a00880ef,cmp_dd5b91,2024-01-31,uk,email,trial_basic,viewer,usr_a00880ef
usr_80e9ee8a,cmp_9228ec,2024-10-06,es,paid_search,trial_pro,member,usr_80e9ee8a
usr_02f26604,cmp_98d05c,2024-06-11,es,email,trial_pro,admin,usr_02f26604
usr_d71b73c3,cmp_060dbb,2024-06-20,us,email,trial_basic,viewer,usr_d71b73c3
usr_3058b842,cmp_4310fd,2024-10-12,in,social,free,member,usr_3058b842
usr_a2de003f,cmp_38639e,2024-08-10,uk,social,trial_pro,member,usr_a2de003f
usr_aa43ab05,cmp_ea037e,2024-01-16,uk,paid_search,free,viewer,usr_aa43ab05
usr_ff1f311c,cmp_f7f6a0,2024-04-29,uk,organic,trial_basic,admin,usr_ff1f311c
usr_d1f85517,cmp_773ed7,2024-09-08,in,social,free,admin,usr_d1f85517
usr_f9ec111b,cmp_b61d2a,2024-04-04,us,email,trial_basic,admin,usr_f9ec111b
usr_3faad414,cmp_c7a044,2024-02-11,fr,direct,trial_basic,admin,usr_3faad414
usr_16009341,cmp_ea5478,2024-04-14,de,email,free,member,usr_16009341
usr_6d226a5a,cmp_4f163a,2024-06-27,in,email,trial_basic,member,usr_6d226a5a
usr_5f640d12,cmp_79b1da,2024-05-28,es,email,trial_pro,member,usr_5f640d12
usr_39901ca3,cmp_0fca58,2024-02-27,uk,organic,trial_pro,member,usr_39901ca3
usr_f80114a7,cmp_08b89c,2024-01-02,us,social,trial_basic,viewer,usr_f80114a7
usr_133a1caf,cmp_e37eda,2024-10-18,fr,paid_search,free,admin,usr_133a1caf
usr_d9acc4f1,cmp_de28db,2024-02-28,es,email,trial_pro,admin,usr_d9acc4f1
usr_898ace8a,cmp_150ecb,2024-06-14,in,organic,trial_pro,member,usr_898ace8a
usr_e8e12c27,cmp_d9b680,2024-09-07,uk,social,trial_pro,member,usr_e8e12c27
usr_af1975f1,cmp_05e3d9,2024-09-03,de,direct,free,member,usr_af1975f1
usr_cbbb135b,cmp_08ee38,2024-07-25,in,referral,free,member,usr_cbbb135b
usr_d83d2a06,cmp_ca8878,2024-03-02,fr,direct,trial_basic,member,usr_d83d2a06
usr_2076ef25,cmp_37aeb8,2024-02-20,uk,email,trial_pro,member,usr_2076ef25
usr_2d7c4e93,cmp_9f286e,2024-03-21,us,organic,trial_basic,member,usr_2d7c4e93
usr_b9fbf38c,cmp_bc300c,2024-05-16,es,direct,free,viewer,usr_b9fbf38c
usr_0b4c3344,cmp_de7ce6,2024-01-10,in,organic,free,admin,usr_0b4c3344
usr_731b2062,cmp_c18a4a,2024-02-27,in,social,trial_basic,viewer,usr_731b2062
usr_582dff2f,cmp_f7e541,2024-07-29,uk,social,trial_pro,viewer,usr_582dff2f
usr_59cb1a4b,cmp_f37b17,2024-06-15,es,organic,free,member,usr_59cb1a4b
usr_6d2dcfad,cmp_ab75c6,2024-05-23,in,direct,free,admin,usr_6d2dcfad
usr_537e5d15,cmp_ad2b59,2024-09-04,es,referral,trial_pro,member,usr_537e5d15
usr_c6f35790,cmp_5b949c,2024-11-29,fr,organic,trial_basic,member,usr_c6f35790
usr_8131f15f,cmp_d4ae0b,2024-06-20,fr,social,free,member,usr_8131f15f
usr_f19b6018,cmp_9b5ca3,2024-05-02,de,direct,free,viewer,usr_f19b6018
usr_d6872c8f,cmp_b58310,2024-05-24,es,email,free,member,usr_d6872c8f
usr_41cc5dc6,cmp_5b370b,2024-03-25,es,direct,trial_basic,member,usr_41cc5dc6
usr_0fa60222,cmp_1156aa,2024-10-11,in,social,free,viewer,usr_0fa60222
usr_5413ae61,cmp_5ba3ef,2024-10-27,fr,email,trial_pro,admin,usr_5413ae61
usr_8c4874e7,cmp_341185,2024-04-05,fr,organic,trial_basic,member,usr_8c4874e7
usr_8321d566,cmp_2b30a8,2024-03-11,in,direct,trial_basic,member,usr_8321d566
usr_6a528122,cmp_627c65,2024-02-07,in,referral,trial_basic,viewer,usr_6a528122
usr_c8008aaf,cmp_1c8a82,2024-11-18,us,email,trial_basic,member,usr_c8008aaf
usr_5994655b,cmp_a81b9d,2024-05-12,de,social,free,member,usr_5994655b
usr_20a4a989,cmp_bd8e85,2024-03-04,de,organic,trial_basic,member,usr_20a4a989
usr_76a6eb69,cmp_877ad4,2024-06-14,in,direct,trial_basic,member,usr_76a6eb69
usr_f9481810,cmp_e42786,2024-08-30,es,social,free,member,usr_f9481810
usr_cdb34f70,cmp_dc97a8,2024-10-29,uk,organic,trial_basic,viewer,usr_cdb34f70
usr_6147b6f8,cmp_668c11,2024-09-17,de,social,trial_pro,viewer,usr_6147b6f8
usr_41b2b7b9,cmp_cff960,2024-04-27,fr,organic,free,member,usr_41b2b7b9
usr_3bed58e1,cmp_ad1592,2024-01-20,de,referral,trial_basic,member,usr_3bed58e1
usr_ec063868,cmp_69d952,2024-06-04,us,organic,trial_basic,member,usr_ec063868
usr_69241d0f,cmp_ae08d7,2024-09-13,us,referral,trial_basic,admin,usr_69241d0f
usr_63da2a0b,cmp_7aebea,2024-10-24,de,referral,trial_basic,viewer,usr_63da2a0b
usr_9cefc31e,cmp_82b58a,2024-01-30,us,paid_search,trial_basic,viewer,usr_9cefc31e
usr_07115056,cmp_778214,2024-02-15,us,email,trial_pro,member,usr_07115056
usr_d455b68a,cmp_d44019,2024-06-16,de,direct,free,admin,usr_d455b68a
usr_244cbce4,cmp_5b41eb,2024-05-06,es,referral,trial_basic,member,usr_244cbce4
usr_cab625ea,cmp_123b62,2024-05-19,fr,referral,free,admin,usr_cab625ea
usr_f2e2ebe4,cmp_eebbcd,2024-04-08,us,organic,trial_pro,member,usr_f2e2ebe4
usr_c64f55fc,cmp_651ae8,2024-07-10,es,direct,trial_pro,admin,usr_c64f55fc
usr_00a2f3a9,cmp_0ea1e7,2024-02-13,es,organic,trial_pro,member,usr_00a2f3a9
usr_711a1cd9,cmp_8af3f9,2024-02-06,us,direct,trial_pro,member,usr_711a1cd9
usr_79f76af5,cmp_14a7c9,2024-10-04,in,referral,trial_pro,member,usr_79f76af5
usr_276dab17,cmp_e762d0,2024-08-31,fr,referral,free,member,usr_276dab17
usr_8f821784,cmp_2cd614,2024-02-08,in,email,trial_basic,viewer,usr_8f821784
usr_8f0d0209,cmp_22a629,2024-04-20,fr,social,trial_basic,member,usr_8f0d0209
usr_72beb9c6,cmp_1eab4b,2024-09-12,in,organic,free,member,usr_72beb9c6
usr_a0dc0eb4,cmp_453fc0,2024-09-02,us,referral,trial_pro,member,usr_a0dc0eb4
usr_13b58039,cmp_40eb3b,2024-03-20,es,referral,free,viewer,usr_13b58039
usr_c5e83800,cmp_a8c5d1,2024-05-27,es,referral,trial_pro,member,usr_c5e83800
usr_59b8ba5b,cmp_c6a4fb,2024-11-13,in,email,free,admin,usr_59b8ba5b
usr_7252f9e8,cmp_8b0c5c,2024-02-12,in,social,trial_pro,viewer,usr_7252f9e8
usr_65964831,cmp_4a0f34,2024-12-28,es,direct,free,admin,usr_65964831
usr_b35875d2,cmp_d3089d,2024-04-09,in,referral,free,member,usr_b35875d2
usr_87cde487,cmp_f9aae9,2024-07-27,uk,email,trial_pro,viewer,usr_87cde487
usr_85cfffd6,cmp_da7c2a,2024-05-23,es,email,free,viewer,usr_85cfffd6
usr_b805138a,cmp_87aaf8,2024-02-13,es,email,trial_basic,viewer,usr_b805138a
usr_1e6b2aba,cmp_b03237,2024-01-24,uk,paid_search,trial_pro,member,usr_1e6b2aba
usr_38c466a5,cmp_a7e87f,2024-07-14,in,organic,trial_pro,member,usr_38c466a5
usr_e025f06a,cmp_da618c,2024-05-03,de,direct,trial_pro,viewer,usr_e025f06a
usr_3b18dfc7,cmp_960462,2024-09-17,fr,email,trial_pro,member,usr_3b18dfc7
usr_0ab1a1da,cmp_0a8cf8,2024-07-17,in,paid_search,trial_pro,viewer,usr_0ab1a1da
usr_7c8242a8,cmp_728723,2024-05-30,fr,email,free,member,usr_7c8242a8
usr_a68ccef7,cmp_2a1083,2024-09-13,es,direct,trial_pro,member,usr_a68ccef7
usr_4e65d0b3,cmp_f248cf,2024-03-09,de,referral,trial_basic,member,usr_4e65d0b3
usr_8b5966e2,cmp_a6f840,2024-02-24,de,email,trial_basic,viewer,usr_8b5966e2
usr_1bc3fe2f,cmp_5d1b35,2024-02-26,es,paid_search,trial_basic,viewer,usr_1bc3fe2f
usr_1788f865,cmp_5afc3a,2024-04-14,fr,email,trial_basic,member,usr_1788f865
usr_319c5c15,cmp_c8e174,2024-03-20,us,organic,trial_pro,admin,usr_319c5c15
usr_6cc7b130,cmp_e5cd50,2024-12-12,uk,social,trial_pro,member,usr_6cc7b130
usr_0da07910,cmp_3501bf,2024-10-14,fr,referral,free,member,usr_0da07910
usr_19280788,cmp_f16fc0,2024-08-06,in,direct,trial_pro,admin,usr_19280788
usr_1e22195c,cmp_10f3f2,2024-02-01,es,email,trial_basic,admin,usr_1e22195c
usr_9e1c961e,cmp_b7876f,2024-05-18,de,paid_search,trial_pro,viewer,usr_9e1c961e
usr_6ccd261a,cmp_8ad1b7,2024-10-12,us,referral,trial_pro,viewer,usr_6ccd261a
usr_541a9a14,cmp_e52932,2024-08-28,fr,referral,trial_basic,member,usr_541a9a14
usr_7e48785c,cmp_7b77cb,2024-03-08,de,email,trial_basic,member,usr_7e48785c
usr_1cab8d1f,cmp_eb5340,2024-09-27,in,email,trial_pro,viewer,usr_1cab8d1f
usr_5eadaba0,cmp_0082f6,2024-01-12,es,referral,free,member,usr_5eadaba0
usr_a188d3a9,cmp_8399fd,2024-02-07,uk,social,trial_pro,member,usr_a188d3a9
usr_6a95e227,cmp_6a8f71,2024-12-08,uk,email,trial_pro,member,usr_6a95e227
usr_9a491baa,cmp_5ced5f,2024-01-06,fr,email,free,admin,usr_9a491baa
usr_61d56a6a,cmp_da164d,2024-08-05,in,organic,trial_pro,member,usr_61d56a6a
usr_42aaec7e,cmp_570af8,2024-01-09,de,organic,free,member,usr_42aaec7e
usr_df2e9dd1,cmp_fee022,2024-07-02,es,email,free,member,usr_df2e9dd1
usr_2d543e48,cmp_2443c6,2024-02-29,uk,direct,trial_basic,admin,usr_2d543e48
usr_aff95bb1,cmp_023f6f,2024-12-17,uk,direct,trial_basic,member,usr_aff95bb1
usr_8303376a,cmp_4f5c46,2024-04-15,us,referral,trial_basic,member,usr_8303376a
usr_cef7c4bd,cmp_13363c,2024-07-05,fr,paid_search,trial_basic,member,usr_cef7c4bd
usr_76e29f05,cmp_35cef4,2024-01-22,us,paid_search,trial_pro,admin,usr_76e29f05
usr_f735e5af,cmp_e31ad2,2024-02-10,us,referral,trial_pro,member,usr_f735e5af
usr_fab9677b,cmp_279e12,2024-04-29,us,social,trial_pro,admin,usr_fab9677b
usr_de1ce6fc,cmp_a562fe,2024-05-20,us,social,trial_basic,member,usr_de1ce6fc
usr_3fc31b10,cmp_e3f9f3,2024-03-28,fr,paid_search,trial_basic,member,usr_3fc31b10
usr_d623a05c,cmp_a56c63,2024-06-23,de,organic,trial_basic,member,usr_d623a05c
usr_f92fa739,cmp_338b7f,2024-08-24,es,referral,trial_pro,member,usr_f92fa739
usr_5cdd5445,cmp_40014d,2024-11-29,us,referral,trial_basic,member,usr_5cdd5445
usr_b38c25ae,cmp_a1e9ef,2024-08-10,fr,social,trial_basic,member,usr_b38c25ae
usr_f5d31f89,cmp_245b64,2024-06-03,in,email,trial_basic,member,usr_f5d31f89
usr_6ed8c11b,cmp_36d521,2024-09-27,de,social,trial_pro,viewer,usr_6ed8c11b
usr_4af135b1,cmp_27fc44,2024-04-01,us,paid_search,trial_basic,viewer,usr_4af135b1
usr_76aea39c,cmp_93dc7e,2024-01-07,es,organic,trial_basic,member,usr_76aea39c
usr_26e08365,cmp_a35753,2024-05-07,in,social,trial_basic,admin,usr_26e08365
usr_73dc7743,cmp_f14480,2024-09-05,fr,email,trial_basic,viewer,usr_73dc7743
usr_cb5cf507,cmp_4b85ed,2024-08-11,in,referral,trial_basic,admin,usr_cb5cf507
usr_99bcccf6,cmp_171ebd,2024-03-08,es,organic,trial_pro,viewer,usr_99bcccf6
usr_dfd21d00,cmp_f6c30b,2024-01-25,in,social,trial_basic,viewer,usr_dfd21d00
usr_2ada8476,cmp_4db056,2024-06-05,de,email,trial_pro,member,usr_2ada8476
usr_5cc8cf2d,cmp_a9afb2,2024-09-06,es,organic,trial_pro,admin,usr_5cc8cf2d
usr_43886ea5,cmp_7fe8a0,2024-03-02,uk,social,free,admin,usr_43886ea5
usr_eb4c4a43,cmp_0aaa99,2024-11-08,us,referral,trial_pro,member,usr_eb4c4a43
usr_c20b90f2,cmp_1f7efd,2024-03-22,us,organic,trial_pro,member,usr_c20b90f2
usr_80fa060b,cmp_1df229,2024-01-22,fr,organic,trial_pro,member,usr_80fa060b
usr_99fd704d,cmp_987189,2024-02-13,uk,direct,trial_basic,admin,usr_99fd704d
usr_35e48fce,cmp_808024,2024-02-10,us,referral,trial_basic,admin,usr_35e48fce
usr_357743bf,cmp_263fab,2024-09-05,uk,social,free,admin,usr_357743bf
usr_2004b05f,cmp_ba0ff5,2024-09-29,uk,referral,trial_pro,member,usr_2004b05f
usr_259a9096,cmp_b38c39,2024-03-15,de,paid_search,trial_basic,member,usr_259a9096
usr_ea897e31,cmp_071819,2024-04-01,in,email,trial_pro,viewer,usr_ea897e31
usr_4c7cf673,cmp_e196f7,2024-09-28,in,direct,trial_pro,viewer,usr_4c7cf673
usr_72bdbe75,cmp_6d68fe,2024-01-16,de,organic,trial_basic,member,usr_72bdbe75
usr_9891a852,cmp_39c9bd,2024-07-14,uk,referral,trial_pro,viewer,usr_9891a852
usr_109422a0,cmp_be54d5,2024-07-02,us,organic,trial_basic,viewer,usr_109422a0
usr_928487ad,cmp_3da684,2024-07-04,in,email,trial_basic,viewer,usr_928487ad
usr_6a08f0fe,cmp_a50491,2024-08-25,de,referral,trial_pro,viewer,usr_6a08f0fe
usr_71afda05,cmp_d878af,2024-10-07,de,social,trial_pro,viewer,usr_71afda05
usr_ea1e0e35,cmp_9f4fbd,2024-02-29,us,social,free,admin,usr_ea1e0e35
usr_2e4af8ef,cmp_246eb7,2024-03-06,uk,direct,trial_pro,admin,usr_2e4af8ef
usr_f9034a20,cmp_f3fc91,2024-09-24,us,organic,trial_pro,member,usr_f9034a20
usr_19c72dac,cmp_3e27c2,2024-03-31,de,referral,trial_pro,member,usr_19c72dac
usr_6b121477,cmp_68c06a,2024-06-16,de,email,trial_pro,admin,usr_6b121477
usr_b94a24f0,cmp_804a7e,2024-09-13,fr,referral,trial_basic,admin,usr_b94a24f0
usr_31a67e22,cmp_32cbbb,2024-12-26,in,paid_search,trial_basic,viewer,usr_31a67e22
usr_60c24bc2,cmp_ca1f73,2024-08-25,uk,referral,trial_basic,member,usr_60c24bc2
usr_fe00c659,cmp_dc6d13,2024-11-05,uk,organic,trial_basic,member,usr_fe00c659
usr_47ff2294,cmp_5bac5b,2024-08-12,es,referral,trial_basic,member,usr_47ff2294
usr_2b08e724,cmp_abef1f,2024-08-21,fr,paid_search,trial_basic,admin,usr_2b08e724
usr_db6259df,cmp_1abd5f,2024-07-11,in,direct,trial_basic,admin,usr_db6259df
usr_0cb95b61,cmp_348a15,2024-03-19,de,organic,trial_basic,viewer,usr_0cb95b61
usr_a30e7622,cmp_8e9ace,2024-03-16,fr,social,trial_pro,member,usr_a30e7622
usr_3299648e,cmp_e33cc8,2024-08-17,us,direct,trial_basic,member,usr_3299648e
usr_faa4515d,cmp_9a3dd6,2024-10-11,us,referral,trial_basic,viewer,usr_faa4515d
usr_58c9c0ef,cmp_392ed0,2024-11-30,es,social,trial_basic,member,usr_58c9c0ef
usr_44eddd01,cmp_873a53,2024-02-07,fr,paid_search,trial_pro,member,usr_44eddd01
usr_71ba41d7,cmp_2915ca,2024-10-31,us,social,trial_pro,viewer,usr_71ba41d7
usr_4cb4be3f,cmp_1f00ac,2024-04-07,us,referral,trial_pro,member,usr_4cb4be3f
usr_5eeb4835,cmp_67fa20,2024-08-06,fr,direct,trial_basic,member,usr_5eeb4835
usr_fb357f6c,cmp_6a63f0,2024-10-04,in,paid_search,trial_pro,member,usr_fb357f6c
usr_89cbef59,cmp_909a26,2024-03-13,de,referral,trial_pro,member,usr_89cbef59
usr_24629c85,cmp_216668,2024-06-27,de,organic,trial_pro,member,usr_24629c85
usr_b23a3b1c,cmp_0c7712,2024-09-23,us,social,trial_pro,viewer,usr_b23a3b1c
usr_4c28baae,cmp_858770,2024-12-12,us,organic,trial_pro,admin,usr_4c28baae
usr_77a389d9,cmp_6759cc,2024-01-14,fr,social,trial_pro,viewer,usr_77a389d9
usr_c88530aa,cmp_d5fdd7,2024-04-02,uk,email,trial_basic,admin,usr_c88530aa
usr_5ec2accc,cmp_acbe93,2024-12-19,uk,referral,trial_pro,member,usr_5ec2accc
usr_daa00ccc,cmp_02bfb7,2024-03-26,fr,email,trial_basic,admin,usr_daa00ccc
usr_9c239877,cmp_4c6bb8,2024-10-16,in,paid_search,trial_pro,viewer,usr_9c239877
usr_35162346,cmp_6dc878,2024-03-24,uk,email,trial_pro,member,usr_35162346
usr_627a21f5,cmp_9f7920,2024-02-24,de,social,free,member,usr_627a21f5
usr_856db738,cmp_0ab1eb,2024-05-06,fr,referral,trial_pro,admin,usr_856db738
usr_d97584cc,cmp_830b80,2024-11-13,es,email,trial_pro,member,usr_d97584cc
usr_329cd08a,cmp_e4b817,2024-06-11,uk,social,free,admin,usr_329cd08a
usr_f5965292,cmp_f338e8,2024-04-02,us,referral,trial_basic,viewer,usr_f5965292
usr_29fe926b,cmp_c98de7,2024-12-06,fr,paid_search,trial_basic,member,usr_29fe926b
usr_b878e021,cmp_bc94e2,2024-04-21,de,referral,trial_pro,member,usr_b878e021
usr_96e310b0,cmp_59de38,2024-09-09,uk,social,free,member,usr_96e310b0
usr_b493e3ee,cmp_05889b,2024-12-23,us,direct,trial_pro,member,usr_b493e3ee
usr_38551c13,cmp_5b7f39,2024-11-28,es,email,trial_pro,viewer,usr_38551c13
usr_2988c6ad,cmp_cd195a,2024-10-08,in,organic,trial_basic,viewer,usr_2988c6ad
usr_887d9e75,cmp_5a6c43,2024-05-27,us,social,trial_basic,viewer,usr_887d9e75
usr_6ba31cd6,cmp_9672b1,2024-07-10,us,paid_search,trial_pro,admin,usr_6ba31cd6
usr_234dba3d,cmp_055bed,2024-04-12,fr,paid_search,trial_basic,admin,usr_234dba3d
usr_7f88205d,cmp_879c6c,2024-10-09,in,direct,free,admin,usr_7f88205d
usr_28618d2c,cmp_68b81d,2024-10-25,de,direct,free,admin,usr_28618d2c
usr_7de9cff0,cmp_20ca99,2024-06-19,in,direct,trial_pro,viewer,usr_7de9cff0
usr_e9b37a9c,cmp_b1a09b,2024-09-15,uk,direct,trial_basic,member,usr_e9b37a9c
usr_ee7a745d,cmp_6a8b7b,2024-08-16,in,paid_search,trial_basic,viewer,usr_ee7a745d
usr_cd8e9360,cmp_01d75e,2024-04-15,uk,organic,trial_basic,member,usr_cd8e9360
usr_0742d24f,cmp_5b5d7c,2024-05-21,de,referral,trial_pro,admin,usr_0742d24f
usr_eadd77b4,cmp_4a7b18,2024-04-15,de,referral,trial_basic,viewer,usr_eadd77b4
usr_ce7b2135,cmp_e00218,2024-10-14,in,direct,trial_pro,viewer,usr_ce7b2135
usr_2130eb32,cmp_b6867f,2024-09-23,fr,social,trial_pro,member,usr_2130eb32
usr_aa75ab76,cmp_d837c4,2024-11-16,de,organic,trial_basic,admin,usr_aa75ab76
usr_443f177e,cmp_7cdaf7,2024-06-22,uk,paid_search,free,member,usr_443f177e
usr_e2ac1bf7,cmp_d9e951,2024-09-04,de,social,trial_basic,member,usr_e2ac1bf7
usr_470b95ba,cmp_a46020,2024-01-20,uk,referral,trial_pro,admin,usr_470b95ba
usr_eb872370,cmp_71ac47,2024-01-29,in,organic,trial_pro,member,usr_eb872370
usr_92d9864c,cmp_f71cc1,2024-09-18,fr,direct,trial_basic,admin,usr_92d9864c
usr_a6510c2e,cmp_b7de84,2024-11-14,us,organic,trial_pro,member,usr_a6510c2e
usr_3e2623b0,cmp_34da10,2024-09-15,es,paid_search,trial_pro,member,usr_3e2623b0
usr_b0317fa0,cmp_cd7982,2024-10-03,uk,organic,trial_pro,viewer,usr_b0317fa0
usr_a069bf32,cmp_8d013b,2024-02-11,us,paid_search,trial_pro,member,usr_a069bf32
usr_fe8844fc,cmp_53fc92,2024-11-21,us,organic,free,member,usr_fe8844fc
usr_de07a7ad,cmp_a2ce7d,2024-10-06,uk,referral,trial_basic,viewer,usr_de07a7ad
usr_f3be1d15,cmp_565194,2024-08-23,es,paid_search,trial_pro,admin,usr_f3be1d15
usr_8d417617,cmp_880483,2024-04-02,us,organic,trial_basic,member,usr_8d417617
usr_c407fc32,cmp_cf4469,2024-07-23,us,email,trial_pro,admin,usr_c407fc32
usr_58ab5bbb,cmp_9984fc,2024-02-11,uk,referral,free,member,usr_58ab5bbb
usr_0fefb559,cmp_1149bb,2024-08-03,es,direct,trial_basic,member,usr_0fefb559
usr_0ce378f7,cmp_2491f9,2024-02-22,es,paid_search,trial_pro,member,usr_0ce378f7
usr_6f319231,cmp_c9ca70,2024-05-14,in,paid_search,trial_pro,admin,usr_6f319231
usr_fa535d32,cmp_76889d,2024-01-05,es,direct,trial_basic,member,usr_fa535d32
usr_78298e89,cmp_145548,2024-01-20,us,organic,trial_basic,member,usr_78298e89
usr_6b6269c3,cmp_64a181,2024-11-17,uk,referral,trial_pro,viewer,usr_6b6269c3
usr_dc6e673e,cmp_2c09df,2024-03-12,es,organic,trial_basic,member,usr_dc6e673e
usr_8f31720d,cmp_7581d2,2024-09-20,fr,direct,trial_basic,admin,usr_8f31720d
usr_9723726e,cmp_38801a,2024-08-05,in,direct,trial_pro,member,usr_9723726e
usr_0e014d90,cmp_259f3f,2024-12-13,de,paid_search,free,member,usr_0e014d90
usr_302745f0,cmp_6ef2d3,2024-01-08,de,organic,trial_basic,viewer,usr_302745f0
usr_fa1e4003,cmp_b2458c,2024-06-14,es,referral,trial_basic,admin,usr_fa1e4003
usr_98eea2f8,cmp_ccb95f,2024-02-20,in,referral,free,admin,usr_98eea2f8
usr_5d189ad2,cmp_834d45,2024-09-09,us,referral,trial_basic,admin,usr_5d189ad2
usr_0c551dd0,cmp_6148fa,2024-10-20,de,social,trial_pro,viewer,usr_0c551dd0
usr_62f66209,cmp_550595,2024-09-24,us,email,trial_basic,member,usr_62f66209
usr_e4c428cc,cmp_acfab3,2024-04-06,in,referral,trial_pro,member,usr_e4c428cc
usr_74ee376d,cmp_cd8c2b,2024-04-08,us,paid_search,trial_basic,member,usr_74ee376d
usr_e6581e7a,cmp_6c6a61,2024-11-14,es,referral,free,admin,usr_e6581e7a
usr_1c4ca45d,cmp_285cd3,2024-02-17,uk,social,trial_pro,member,usr_1c4ca45d
usr_9410f9e7,cmp_6f2d8e,2024-10-31,fr,referral,trial_basic,member,usr_9410f9e7
usr_e7eab403,cmp_959a19,2024-01-20,us,organic,trial_pro,member,usr_e7eab403
usr_f7ded2ca,cmp_4f08d1,2024-10-27,de,email,free,member,usr_f7ded2ca
usr_ebe513db,cmp_036336,2024-02-21,de,social,trial_basic,viewer,usr_ebe513db
usr_68f67fe0,cmp_d54b9e,2024-12-16,us,social,trial_basic,member,usr_68f67fe0
usr_e8869622,cmp_ae2ce4,2024-09-18,in,email,trial_basic,member,usr_e8869622
usr_3542735d,cmp_890c5b,2024-12-07,fr,organic,trial_basic,viewer,usr_3542735d
usr_1a1e78c5,cmp_7a6676,2024-07-21,de,paid_search,trial_pro,member,usr_1a1e78c5
usr_c0b83b36,cmp_a1e9ef,2024-01-13,de,email,trial_pro,admin,usr_c0b83b36
usr_64514acf,cmp_126f91,2024-04-23,es,direct,free,viewer,usr_64514acf
usr_71e21ece,cmp_99b5f2,2024-11-18,uk,direct,trial_basic,member,usr_71e21ece
usr_7d4a7c19,cmp_620085,2024-06-10,fr,email,trial_basic,member,usr_7d4a7c19
usr_ef02b14c,cmp_971743,2024-06-25,in,paid_search,trial_basic,member,usr_ef02b14c
usr_12d1328b,cmp_361e2f,2024-12-15,in,email,trial_pro,viewer,usr_12d1328b
usr_ea6376ab,cmp_d027b6,2024-10-26,uk,direct,free,member,usr_ea6376ab
usr_9368a10b,cmp_8b342f,2024-09-29,uk,email,trial_pro,member,usr_9368a10b
usr_2581c24e,cmp_93106c,2024-10-13,de,paid_search,trial_basic,member,usr_2581c24e
usr_646997ea,cmp_acca7a,2024-10-28,fr,direct,free,member,usr_646997ea
usr_20b4fd73,cmp_aebb49,2024-08-15,es,paid_search,trial_pro,member,usr_20b4fd73
usr_8548633e,cmp_6688da,2024-06-21,de,email,trial_pro,admin,usr_8548633e
usr_a1d02ca6,cmp_f56288,2024-02-21,de,paid_search,trial_pro,member,usr_a1d02ca6
usr_59339fc2,cmp_a21f73,2024-10-23,es,social,trial_pro,member,usr_59339fc2
usr_844b9480,cmp_e59111,2024-06-22,es,paid_search,trial_pro,member,usr_844b9480
usr_82f1cbcc,cmp_e2bc77,2024-05-04,fr,paid_search,free,member,usr_82f1cbcc
usr_74a7883a,cmp_2c91bb,2024-07-05,in,direct,trial_pro,member,usr_74a7883a
usr_ab82ea43,cmp_b8d331,2024-01-20,fr,organic,free,viewer,usr_ab82ea43
usr_751cba8c,cmp_d0e598,2024-01-12,es,direct,trial_pro,admin,usr_751cba8c
usr_fe530dc1,cmp_72d17f,2024-09-16,fr,organic,trial_pro,admin,usr_fe530dc1
usr_f310a9d4,cmp_8e3fc2,2024-01-04,in,organic,trial_pro,member,usr_f310a9d4
usr_c2d0388d,cmp_b98cb2,2024-06-08,fr,direct,trial_basic,viewer,usr_c2d0388d
usr_76e75a36,cmp_a42f1b,2024-08-26,us,organic,trial_pro,viewer,usr_76e75a36
usr_12df3706,cmp_1bada3,2024-12-02,fr,organic,trial_pro,member,usr_12df3706
usr_058c5911,cmp_5868d4,2024-11-21,es,social,trial_basic,viewer,usr_058c5911
usr_ba18a550,cmp_8b3266,2024-05-03,uk,organic,free,admin,usr_ba18a550
usr_4928a15f,cmp_9ef3f9,2024-08-11,us,referral,trial_basic,member,usr_4928a15f
