invoice_id,customer_id,amount,revenue_date,revenue_type
sub_d01a4b_inv_20,usr_7af9af63,29.0,2025-11-27,recurring
sub_6c3faa_inv_1,usr_8422006c,0.0,2024-12-11,new
sub_c4da5e_inv_1,usr_8422006c,29.0,2024-12-26,new
sub_c4da5e_inv_2,usr_8422006c,29.0,2025-01-26,recurring
sub_c4da5e_inv_3,usr_8422006c,29.0,2025-02-26,recurring
sub_c4da5e_inv_4,usr_8422006c,29.0,2025-03-26,recurring
sub_c4da5e_inv_5,usr_8422006c,29.0,2025-04-26,recurring
sub_c4da5e_inv_6,usr_8422006c,29.0,2025-05-26,recurring
sub_c4da5e_inv_7,usr_8422006c,29.0,2025-06-26,recurring
sub_c4da5e_inv_8,usr_8422006c,29.0,2025-07-26,recurring
sub_c4da5e_inv_9,usr_8422006c,29.0,2025-08-26,recurring
sub_c4da5e_inv_10,usr_8422006c,29.0,2025-09-26,recurring
sub_c4da5e_inv_11,usr_8422006c,29.0,2025-10-26,recurring
sub_c4da5e_inv_12,usr_8422006c,29.0,2025-11-26,recurring
sub_9e8668_inv_1,usr_aa2d6d93,0.0,2024-06-01,new
sub_4a7356_inv_1,usr_981c7d65,0.0,2024-01-27,new
sub_4e3b68_inv_1,usr_0b49053c,0.0,2024-12-18,new
sub_e0e9ef_inv_1,usr_2478b7d1,0.0,2024-07-01,new
sub_8a3f0a_inv_1,usr_77789738,0.0,2024-04-14,new
sub_c290b0_inv_1,usr_628a00d6,0.0,2024-01-27,new
sub_2d4e43_inv_1,usr_0e17903e,0.0,2024-02-05,new
sub_d91f5d_inv_1,usr_0b1f29e6,0.0,2024-05-04,new
sub_07333c_inv_1,usr_790dc0a9,0.0,2024-05-19,new
sub_7977af_inv_1,usr_2077b5cf,0.0,2024-02-25,new
sub_84c492_inv_1,usr_e1803259,0.0,2024-10-29,new
sub_2f5693_inv_1,usr_e1803259,99.0,2024-11-13,new
sub_2f5693_inv_2,usr_e1803259,99.0,2024-12-13,recurring
sub_d9aabe_inv_1,usr_e1803259,99.0,2024-12-14,new
sub_d9aabe_inv_2,usr_e1803259,99.0,2025-01-14,recurring
sub_d9aabe_inv_3,usr_e1803259,99.0,2025-02-14,recurring
sub_d9aabe_inv_4,usr_e1803259,99.0,2025-03-14,recurring
sub_d9aabe_inv_5,usr_e1803259,99.0,2025-04-14,recurring
sub_d9aabe_inv_6,usr_e1803259,99.0,2025-05-14,recurring
sub_d9aabe_inv_7,usr_e1803259,99.0,2025-06-14,recurring
sub_d9aabe_inv_8,usr_e1803259,99.0,2025-07-14,recurring
sub_d9aabe_inv_9,usr_e1803259,99.0,2025-08-14,recurring
sub_d9aabe_inv_10,usr_e1803259,99.0,2025-09-14,recurring
sub_d9aabe_inv_11,usr_e1803259,99.0,2025-10-14,recurring
sub_d9aabe_inv_12,usr_e1803259,99.0,2025-11-14,recurring
sub_b6203c_inv_1,usr_d3eb5c38,0.0,2024-04-17,new
sub_140194_inv_1,usr_d4d269fd,0.0,2024-06-17,new
sub_3fcf17_inv_1,usr_bb92cac1,0.0,2024-05-22,new
sub_e4ca78_inv_1,usr_3d0141ee,0.0,2024-05-24,new
sub_d4ce51_inv_1,usr_e52415ee,0.0,2024-05-10,new
sub_0ff15c_inv_1,usr_691de066,0.0,2024-01-11,new
sub_b39dd6_inv_1,usr_decbd6df,0.0,2024-12-14,new
sub_a6c982_inv_1,usr_3b3c6eb3,0.0,2024-01-20,new
sub_c91440_inv_1,usr_af7e060f,0.0,2024-04-30,new
sub_2559bf_inv_1,usr_df08fc32,0.0,2024-09-20,new
sub_bc76c8_inv_1,usr_c1b2f82f,0.0,2024-03-31,new
sub_043170_inv_1,usr_c1b2f82f,29.0,2024-04-15,new
sub_043170_inv_2,usr_c1b2f82f,29.0,2024-05-15,recurring
sub_c1312b_inv_1,usr_c1b2f82f,29.0,2024-05-16,new
sub_c1312b_inv_2,usr_c1b2f82f,29.0,2024-06-16,recurring
sub_c1312b_inv_3,usr_c1b2f82f,29.0,2024-07-16,recurring
sub_c1312b_inv_4,usr_c1b2f82f,29.0,2024-08-16,recurring
sub_c1312b_inv_5,usr_c1b2f82f,29.0,2024-09-16,recurring
sub_c1312b_inv_6,usr_c1b2f82f,29.0,2024-10-16,recurring
sub_c1312b_inv_7,usr_c1b2f82f,29.0,2024-11-16,recurring
sub_c1312b_inv_8,usr_c1b2f82f,29.0,2024-12-16,recurring
sub_c1312b_inv_9,usr_c1b2f82f,29.0,2025-01-16,recurring
sub_c1312b_inv_10,usr_c1b2f82f,29.0,2025-02-16,recurring
sub_c1312b_inv_11,usr_c1b2f82f,29.0,2025-03-16,recurring
sub_c1312b_inv_12,usr_c1b2f82f,29.0,2025-04-16,recurring
sub_c1312b_inv_13,usr_c1b2f82f,29.0,2025-05-16,recurring
sub_c1312b_inv_14,usr_c1b2f82f,29.0,2025-06-16,recurring
sub_c1312b_inv_15,usr_c1b2f82f,29.0,2025-07-16,recurring
sub_c1312b_inv_16,usr_c1b2f82f,29.0,2025-08-16,recurring
sub_c1312b_inv_17,usr_c1b2f82f,29.0,2025-09-16,recurring
sub_c1312b_inv_18,usr_c1b2f82f,29.0,2025-10-16,recurring
sub_c1312b_inv_19,usr_c1b2f82f,29.0,2025-11-16,recurring
sub_54d9d9_inv_1,usr_2eae45c3,0.0,2024-10-07,new
sub_1c81a2_inv_1,usr_2eae45c3,290.0,2024-10-22,new
sub_1c81a2_inv_2,usr_2eae45c3,290.0,2024-11-22,recurring
sub_1c81a2_inv_3,usr_2eae45c3,290.0,2024-12-22,recurring
sub_1c81a2_inv_4,usr_2eae45c3,290.0,2025-01-22,recurring
sub_1c81a2_inv_5,usr_2eae45c3,290.0,2025-02-22,recurring
sub_1c81a2_inv_6,usr_2eae45c3,290.0,2025-03-22,recurring
sub_1c81a2_inv_7,usr_2eae45c3,290.0,2025-04-22,recurring
sub_1c81a2_inv_8,usr_2eae45c3,290.0,2025-05-22,recurring
sub_1c81a2_inv_9,usr_2eae45c3,290.0,2025-06-22,recurring
sub_1c81a2_inv_10,usr_2eae45c3,290.0,2025-07-22,recurring
sub_1c81a2_inv_11,usr_2eae45c3,290.0,2025-08-22,recurring
sub_1c81a2_inv_12,usr_2eae45c3,290.0,2025-09-22,recurring
sub_1c81a2_inv_13,usr_2eae45c3,290.0,2025-10-22,recurring
sub_1c81a2_inv_14,usr_2eae45c3,290.0,2025-11-22,recurring
sub_09fffe_inv_1,usr_710df2b9,0.0,2024-09-09,new
sub_2d487b_inv_1,usr_710df2b9,290.0,2024-09-24,new
sub_2d487b_inv_2,usr_710df2b9,290.0,2024-10-24,recurring
sub_2d487b_inv_3,usr_710df2b9,290.0,2024-11-24,recurring
sub_2d487b_inv_4,usr_710df2b9,290.0,2024-12-24,recurring
sub_2d487b_inv_5,usr_710df2b9,290.0,2025-01-24,recurring
sub_2d487b_inv_6,usr_710df2b9,290.0,2025-02-24,recurring
sub_2d487b_inv_7,usr_710df2b9,290.0,2025-03-24,recurring
sub_2d487b_inv_8,usr_710df2b9,290.0,2025-04-24,recurring
sub_2d487b_inv_9,usr_710df2b9,290.0,2025-05-24,recurring
sub_2d487b_inv_10,usr_710df2b9,290.0,2025-06-24,recurring
sub_2d487b_inv_11,usr_710df2b9,290.0,2025-07-24,recurring
sub_2d487b_inv_12,usr_710df2b9,290.0,2025-08-24,recurring
sub_2d487b_inv_13,usr_710df2b9,290.0,2025-09-24,recurring
sub_2d487b_inv_14,usr_710df2b9,290.0,2025-10-24,recurring
sub_2d487b_inv_15,usr_710df2b9,290.0,2025-11-24,recurring
sub_c029ed_inv_1,usr_ba11d4d4,0.0,2024-04-23,new
sub_e860e9_inv_1,usr_8c15fab3,0.0,2024-11-21,new
sub_2c9620_inv_1,usr_36260a51,0.0,2024-08-10,new
sub_2bcf6b_inv_1,usr_dbbd28ea,0.0,2024-03-19,new
sub_e1d6e4_inv_1,usr_3bdd06e0,0.0,2024-10-17,new
sub_cc12ac_inv_1,usr_38d7e158,0.0,2024-11-13,new
sub_32d1bf_inv_1,usr_8e4a3cc8,0.0,2024-01-16,new
sub_3cacf8_inv_1,usr_3221c611,0.0,2024-01-31,new
sub_a06cf4_inv_1,usr_84149aa9,0.0,2024-09-07,new
sub_a322a6_inv_1,usr_18ee76ef,0.0,2024-02-28,new
sub_4d2e6e_inv_1,usr_18ee76ef,290.0,2024-03-14,new
sub_4d2e6e_inv_2,usr_18ee76ef,290.0,2024-04-14,recurring
sub_4d2e6e_inv_3,usr_18ee76ef,290.0,2024-05-14,recurring
sub_4d2e6e_inv_4,usr_18ee76ef,290.0,2024-06-14,recurring
sub_4d2e6e_inv_5,usr_18ee76ef,290.0,2024-07-14,recurring
sub_4d2e6e_inv_6,usr_18ee76ef,290.0,2024-08-14,recurring
sub_4d2e6e_inv_7,usr_18ee76ef,290.0,2024-09-14,recurring
sub_4d2e6e_inv_8,usr_18ee76ef,290.0,2024-10-14,recurring
sub_4d2e6e_inv_9,usr_18ee76ef,290.0,2024-11-14,recurring
sub_4d2e6e_inv_10,usr_18ee76ef,290.0,2024-12-14,recurring
sub_4d2e6e_inv_11,usr_18ee76ef,290.0,2025-01-14,recurring
sub_4d2e6e_inv_12,usr_18ee76ef,290.0,2025-02-14,recurring
sub_4d2e6e_inv_13,usr_18ee76ef,290.0,2025-03-14,recurring
sub_4d2e6e_inv_14,usr_18ee76ef,290.0,2025-04-14,recurring
sub_4d2e6e_inv_15,usr_18ee76ef,290.0,2025-05-14,recurring
sub_4d2e6e_inv_16,usr_18ee76ef,290.0,2025-06-14,recurring
sub_4d2e6e_inv_17,usr_18ee76ef,290.0,2025-07-14,recurring
sub_4d2e6e_inv_18,usr_18ee76ef,290.0,2025-08-14,recurring
sub_4d2e6e_inv_19,usr_18ee76ef,290.0,2025-09-14,recurring
sub_4d2e6e_inv_20,usr_18ee76ef,290.0,2025-10-14,recurring
sub_4d2e6e_inv_21,usr_18ee76ef,290.0,2025-11-14,recurring
sub_c26dd1_inv_1,usr_c471a4d3,0.0,2024-04-24,new
sub_b99324_inv_1,usr_3ad44a5c,0.0,2024-06-03,new
sub_ab8b66_inv_1,usr_3ad44a5c,99.0,2024-06-18,new
sub_ab8b66_inv_2,usr_3ad44a5c,99.0,2024-07-18,recurring
sub_e599fe_inv_1,usr_3ad44a5c,0.0,2024-07-19,new
sub_754726_inv_1,usr_375a618b,0.0,2024-06-24,new
sub_ddfebd_inv_1,usr_e39ede9c,0.0,2024-04-06,new
sub_122aed_inv_1,usr_034f8f1d,0.0,2024-04-04,new
sub_f089c5_inv_1,usr_034f8f1d,99.0,2024-04-19,new
sub_f089c5_inv_2,usr_034f8f1d,99.0,2024-05-19,recurring
sub_7f6a9d_inv_1,usr_034f8f1d,99.0,2024-05-20,new
sub_7f6a9d_inv_2,usr_034f8f1d,99.0,2024-06-20,recurring
sub_7f6a9d_inv_3,usr_034f8f1d,99.0,2024-07-20,recurring
sub_7f6a9d_inv_4,usr_034f8f1d,99.0,2024-08-20,recurring
sub_7f6a9d_inv_5,usr_034f8f1d,99.0,2024-09-20,recurring
sub_7f6a9d_inv_6,usr_034f8f1d,99.0,2024-10-20,recurring
sub_7f6a9d_inv_7,usr_034f8f1d,99.0,2024-11-20,recurring
sub_7f6a9d_inv_8,usr_034f8f1d,99.0,2024-12-20,recurring
sub_7f6a9d_inv_9,usr_034f8f1d,99.0,2025-01-20,recurring
sub_7f6a9d_inv_10,usr_034f8f1d,99.0,2025-02-20,recurring
sub_7f6a9d_inv_11,usr_034f8f1d,99.0,2025-03-20,recurring
sub_7f6a9d_inv_12,usr_034f8f1d,99.0,2025-04-20,recurring
sub_7f6a9d_inv_13,usr_034f8f1d,99.0,2025-05-20,recurring
sub_7f6a9d_inv_14,usr_034f8f1d,99.0,2025-06-20,recurring
sub_7f6a9d_inv_15,usr_034f8f1d,99.0,2025-07-20,recurring
sub_7f6a9d_inv_16,usr_034f8f1d,99.0,2025-08-20,recurring
sub_7f6a9d_inv_17,usr_034f8f1d,99.0,2025-09-20,recurring
sub_7f6a9d_inv_18,usr_034f8f1d,99.0,2025-10-20,recurring
sub_7f6a9d_inv_19,usr_034f8f1d,99.0,2025-11-20,recurring
sub_1c132e_inv_1,usr_05647973,0.0,2024-10-02,new
sub_b32d61_inv_1,usr_4a999209,0.0,2024-06-25,new
sub_04eebb_inv_1,usr_2614389c,0.0,2024-01-09,new
sub_1c25af_inv_1,usr_96255796,0.0,2024-02-26,new
sub_b317bd_inv_1,usr_4309ea4d,0.0,2024-10-13,new
sub_1b37af_inv_1,usr_27ef5c48,0.0,2024-08-18,new
sub_d131f7_inv_1,usr_3121a416,0.0,2024-03-16,new
sub_eec6be_inv_1,usr_1f8d5845,0.0,2024-12-16,new
sub_216a93_inv_1,usr_1f8d5845,29.0,2024-12-31,new
sub_216a93_inv_2,usr_1f8d5845,29.0,2025-01-31,recurring
sub_216a93_inv_3,usr_1f8d5845,29.0,2025-02-28,recurring
sub_216a93_inv_4,usr_1f8d5845,29.0,2025-03-28,recurring
sub_216a93_inv_5,usr_1f8d5845,29.0,2025-04-28,recurring
sub_216a93_inv_6,usr_1f8d5845,29.0,2025-05-28,recurring
sub_216a93_inv_7,usr_1f8d5845,29.0,2025-06-28,recurring
sub_216a93_inv_8,usr_1f8d5845,29.0,2025-07-28,recurring
sub_216a93_inv_9,usr_1f8d5845,29.0,2025-08-28,recurring
sub_216a93_inv_10,usr_1f8d5845,29.0,2025-09-28,recurring
sub_216a93_inv_11,usr_1f8d5845,29.0,2025-10-28,recurring
sub_216a93_inv_12,usr_1f8d5845,29.0,2025-11-28,recurring
sub_f9711c_inv_1,usr_657857da,0.0,2024-09-24,new
sub_331152_inv_1,usr_657857da,99.0,2024-10-09,new
sub_16df34_inv_1,usr_657857da,99.0,2024-11-09,new
sub_16df34_inv_2,usr_657857da,99.0,2024-12-09,recurring
sub_16df34_inv_3,usr_657857da,99.0,2025-01-09,recurring
sub_16df34_inv_4,usr_657857da,99.0,2025-02-09,recurring
sub_16df34_inv_5,usr_657857da,99.0,2025-03-09,recurring
sub_16df34_inv_6,usr_657857da,99.0,2025-04-09,recurring
sub_16df34_inv_7,usr_657857da,99.0,2025-05-09,recurring
sub_16df34_inv_8,usr_657857da,99.0,2025-06-09,recurring
sub_16df34_inv_9,usr_657857da,99.0,2025-07-09,recurring
sub_16df34_inv_10,usr_657857da,99.0,2025-08-09,recurring
sub_16df34_inv_11,usr_657857da,99.0,2025-09-09,recurring
sub_16df34_inv_12,usr_657857da,99.0,2025-10-09,recurring
sub_16df34_inv_13,usr_657857da,99.0,2025-11-09,recurring
sub_16df34_inv_14,usr_657857da,99.0,2025-12-09,recurring
sub_aaf35e_inv_1,usr_68e6baeb,0.0,2024-05-09,new
sub_b8c60b_inv_1,usr_68e6baeb,29.0,2024-05-24,new
sub_c03f92_inv_1,usr_68e6baeb,29.0,2024-06-24,new
sub_c03f92_inv_2,usr_68e6baeb,29.0,2024-07-24,recurring
sub_c03f92_inv_3,usr_68e6baeb,29.0,2024-08-24,recurring
sub_c03f92_inv_4,usr_68e6baeb,29.0,2024-09-24,recurring
sub_c03f92_inv_5,usr_68e6baeb,29.0,2024-10-24,recurring
sub_c03f92_inv_6,usr_68e6baeb,29.0,2024-11-24,recurring
sub_c03f92_inv_7,usr_68e6baeb,29.0,2024-12-24,recurring
sub_c03f92_inv_8,usr_68e6baeb,29.0,2025-01-24,recurring
sub_c03f92_inv_9,usr_68e6baeb,29.0,2025-02-24,recurring
sub_c03f92_inv_10,usr_68e6baeb,29.0,2025-03-24,recurring
sub_c03f92_inv_11,usr_68e6baeb,29.0,2025-04-24,recurring
sub_c03f92_inv_12,usr_68e6baeb,29.0,2025-05-24,recurring
sub_c03f92_inv_13,usr_68e6baeb,29.0,2025-06-24,recurring
sub_c03f92_inv_14,usr_68e6baeb,29.0,2025-07-24,recurring
sub_c03f92_inv_15,usr_68e6baeb,29.0,2025-08-24,recurring
sub_c03f92_inv_16,usr_68e6baeb,29.0,2025-09-24,recurring
sub_c03f92_inv_17,usr_68e6baeb,29.0,2025-10-24,recurring
sub_c03f92_inv_18,usr_68e6baeb,29.0,2025-11-24,recurring
sub_282232_inv_1,usr_4d4e7932,0.0,2024-01-01,new
sub_722e0e_inv_1,usr_9a7e20d9,0.0,2024-06-03,new
sub_72c33d_inv_1,usr_5beeb0b9,0.0,2024-04-20,new
sub_354561_inv_1,usr_7c0075a1,0.0,2024-04-28,new
sub_d7c9f9_inv_1,usr_d04e934b,0.0,2024-04-05,new
sub_231a15_inv_1,usr_9a54c9e9,0.0,2024-08-04,new
sub_366c6d_inv_1,usr_140fb625,0.0,2024-04-26,new
sub_9ebc41_inv_1,usr_c4fb0182,0.0,2024-07-30,new
sub_3ba019_inv_1,usr_10c900cf,0.0,2024-04-23,new
sub_e76f61_inv_1,usr_10c900cf,99.0,2024-05-08,new
sub_3193fc_inv_1,usr_10c900cf,99.0,2024-06-08,new
sub_3193fc_inv_2,usr_10c900cf,99.0,2024-07-08,recurring
sub_3193fc_inv_3,usr_10c900cf,99.0,2024-08-08,recurring
sub_3193fc_inv_4,usr_10c900cf,99.0,2024-09-08,recurring
sub_3193fc_inv_5,usr_10c900cf,99.0,2024-10-08,recurring
sub_3193fc_inv_6,usr_10c900cf,99.0,2024-11-08,recurring
sub_3193fc_inv_7,usr_10c900cf,99.0,2024-12-08,recurring
sub_3193fc_inv_8,usr_10c900cf,99.0,2025-01-08,recurring
sub_3193fc_inv_9,usr_10c900cf,99.0,2025-02-08,recurring
sub_3193fc_inv_10,usr_10c900cf,99.0,2025-03-08,recurring
sub_3193fc_inv_11,usr_10c900cf,99.0,2025-04-08,recurring
sub_3193fc_inv_12,usr_10c900cf,99.0,2025-05-08,recurring
sub_3193fc_inv_13,usr_10c900cf,99.0,2025-06-08,recurring
sub_3193fc_inv_14,usr_10c900cf,99.0,2025-07-08,recurring
sub_3193fc_inv_15,usr_10c900cf,99.0,2025-08-08,recurring
sub_3193fc_inv_16,usr_10c900cf,99.0,2025-09-08,recurring
sub_3193fc_inv_17,usr_10c900cf,99.0,2025-10-08,recurring
sub_3193fc_inv_18,usr_10c900cf,99.0,2025-11-08,recurring
sub_3193fc_inv_19,usr_10c900cf,99.0,2025-12-08,recurring
sub_7be801_inv_1,usr_b68c8e3f,0.0,2024-08-17,new
sub_4d8a21_inv_1,usr_cdbdfc3f,0.0,2024-02-07,new
sub_6cc385_inv_1,usr_cdbdfc3f,29.0,2024-02-22,new
sub_6cc385_inv_2,usr_cdbdfc3f,29.0,2024-03-22,recurring
sub_2a17f0_inv_1,usr_cdbdfc3f,29.0,2024-03-24,new
sub_2a17f0_inv_2,usr_cdbdfc3f,29.0,2024-04-24,recurring
sub_2a17f0_inv_3,usr_cdbdfc3f,29.0,2024-05-24,recurring
sub_2a17f0_inv_4,usr_cdbdfc3f,29.0,2024-06-24,recurring
sub_2a17f0_inv_5,usr_cdbdfc3f,29.0,2024-07-24,recurring
sub_2a17f0_inv_6,usr_cdbdfc3f,29.0,2024-08-24,recurring
sub_2a17f0_inv_7,usr_cdbdfc3f,29.0,2024-09-24,recurring
sub_2a17f0_inv_8,usr_cdbdfc3f,29.0,2024-10-24,recurring
sub_2a17f0_inv_9,usr_cdbdfc3f,29.0,2024-11-24,recurring
sub_2a17f0_inv_10,usr_cdbdfc3f,29.0,2024-12-24,recurring
sub_2a17f0_inv_11,usr_cdbdfc3f,29.0,2025-01-24,recurring
sub_2a17f0_inv_12,usr_cdbdfc3f,29.0,2025-02-24,recurring
sub_2a17f0_inv_13,usr_cdbdfc3f,29.0,2025-03-24,recurring
sub_2a17f0_inv_14,usr_cdbdfc3f,29.0,2025-04-24,recurring
sub_2a17f0_inv_15,usr_cdbdfc3f,29.0,2025-05-24,recurring
sub_2a17f0_inv_16,usr_cdbdfc3f,29.0,2025-06-24,recurring
sub_2a17f0_inv_17,usr_cdbdfc3f,29.0,2025-07-24,recurring
sub_2a17f0_inv_18,usr_cdbdfc3f,29.0,2025-08-24,recurring
sub_2a17f0_inv_19,usr_cdbdfc3f,29.0,2025-09-24,recurring
sub_2a17f0_inv_20,usr_cdbdfc3f,29.0,2025-10-24,recurring
sub_2a17f0_inv_21,usr_cdbdfc3f,29.0,2025-11-24,recurring
sub_51a527_inv_1,usr_751f1dc0,0.0,2024-11-17,new
sub_fdae49_inv_1,usr_751f1dc0,290.0,2024-12-02,new
sub_fdae49_inv_2,usr_751f1dc0,290.0,2025-01-02,recurring
sub_fdae49_inv_3,usr_751f1dc0,290.0,2025-02-02,recurring
sub_fdae49_inv_4,usr_751f1dc0,290.0,2025-03-02,recurring
sub_fdae49_inv_5,usr_751f1dc0,290.0,2025-04-02,recurring
sub_fdae49_inv_6,usr_751f1dc0,290.0,2025-05-02,recurring
sub_fdae49_inv_7,usr_751f1dc0,290.0,2025-06-02,recurring
sub_fdae49_inv_8,usr_751f1dc0,290.0,2025-07-02,recurring
sub_fdae49_inv_9,usr_751f1dc0,290.0,2025-08-02,recurring
sub_fdae49_inv_10,usr_751f1dc0,290.0,2025-09-02,recurring
sub_fdae49_inv_11,usr_751f1dc0,290.0,2025-10-02,recurring
sub_fdae49_inv_12,usr_751f1dc0,290.0,2025-11-02,recurring
sub_fdae49_inv_13,usr_751f1dc0,290.0,2025-12-02,recurring
sub_c5d623_inv_1,usr_6d290b1c,0.0,2024-04-18,new
sub_118204_inv_1,usr_673a627e,0.0,2024-07-18,new
sub_0a41ca_inv_1,usr_07ddcb9c,0.0,2024-07-18,new
sub_851c39_inv_1,usr_5adaffeb,0.0,2024-01-27,new
sub_f94db8_inv_1,usr_9ac8d835,0.0,2024-05-31,new
sub_0b4319_inv_1,usr_9718a2d9,0.0,2024-04-27,new
sub_4a4580_inv_1,usr_9e65f542,0.0,2024-01-05,new
sub_f4c35d_inv_1,usr_9e65f542,29.0,2024-01-20,new
sub_eada31_inv_1,usr_9e65f542,29.0,2024-02-20,new
sub_eada31_inv_2,usr_9e65f542,29.0,2024-03-20,recurring
sub_eada31_inv_3,usr_9e65f542,29.0,2024-04-20,recurring
sub_eada31_inv_4,usr_9e65f542,29.0,2024-05-20,recurring
sub_eada31_inv_5,usr_9e65f542,29.0,2024-06-20,recurring
sub_eada31_inv_6,usr_9e65f542,29.0,2024-07-20,recurring
sub_eada31_inv_7,usr_9e65f542,29.0,2024-08-20,recurring
sub_eada31_inv_8,usr_9e65f542,29.0,2024-09-20,recurring
sub_eada31_inv_9,usr_9e65f542,29.0,2024-10-20,recurring
sub_eada31_inv_10,usr_9e65f542,29.0,2024-11-20,recurring
sub_eada31_inv_11,usr_9e65f542,29.0,2024-12-20,recurring
sub_eada31_inv_12,usr_9e65f542,29.0,2025-01-20,recurring
sub_eada31_inv_13,usr_9e65f542,29.0,2025-02-20,recurring
sub_eada31_inv_14,usr_9e65f542,29.0,2025-03-20,recurring
sub_eada31_inv_15,usr_9e65f542,29.0,2025-04-20,recurring
sub_eada31_inv_16,usr_9e65f542,29.0,2025-05-20,recurring
sub_eada31_inv_17,usr_9e65f542,29.0,2025-06-20,recurring
sub_eada31_inv_18,usr_9e65f542,29.0,2025-07-20,recurring
sub_eada31_inv_19,usr_9e65f542,29.0,2025-08-20,recurring
sub_eada31_inv_20,usr_9e65f542,29.0,2025-09-20,recurring
sub_eada31_inv_21,usr_9e65f542,29.0,2025-10-20,recurring
sub_eada31_inv_22,usr_9e65f542,29.0,2025-11-20,recurring
sub_3af2f6_inv_1,usr_455f919a,0.0,2024-04-15,new
sub_51cf5a_inv_1,usr_be3105b3,0.0,2024-09-02,new
sub_493c2d_inv_1,usr_51b418db,0.0,2024-10-26,new
sub_0c40d5_inv_1,usr_69a4d915,0.0,2024-02-29,new
sub_4e80f2_inv_1,usr_498d5334,0.0,2024-04-17,new
sub_ef2272_inv_1,usr_645957d9,0.0,2024-07-17,new
sub_958569_inv_1,usr_4fe430fa,0.0,2024-11-12,new
sub_67fcd7_inv_1,usr_dddfdbd1,0.0,2024-09-08,new
sub_058336_inv_1,usr_348e0a2e,0.0,2024-08-18,new
sub_f6c457_inv_1,usr_348e0a2e,99.0,2024-09-02,new
sub_f6c457_inv_2,usr_348e0a2e,99.0,2024-10-02,recurring
sub_f7b249_inv_1,usr_348e0a2e,99.0,2024-10-03,new
sub_f7b249_inv_2,usr_348e0a2e,99.0,2024-11-03,recurring
sub_f7b249_inv_3,usr_348e0a2e,99.0,2024-12-03,recurring
sub_f7b249_inv_4,usr_348e0a2e,99.0,2025-01-03,recurring
sub_f7b249_inv_5,usr_348e0a2e,99.0,2025-02-03,recurring
sub_f7b249_inv_6,usr_348e0a2e,99.0,2025-03-03,recurring
sub_f7b249_inv_7,usr_348e0a2e,99.0,2025-04-03,recurring
sub_f7b249_inv_8,usr_348e0a2e,99.0,2025-05-03,recurring
sub_f7b249_inv_9,usr_348e0a2e,99.0,2025-06-03,recurring
sub_f7b249_inv_10,usr_348e0a2e,99.0,2025-07-03,recurring
sub_f7b249_inv_11,usr_348e0a2e,99.0,2025-08-03,recurring
sub_f7b249_inv_12,usr_348e0a2e,99.0,2025-09-03,recurring
sub_f7b249_inv_13,usr_348e0a2e,99.0,2025-10-03,recurring
sub_f7b249_inv_14,usr_348e0a2e,99.0,2025-11-03,recurring
sub_f7b249_inv_15,usr_348e0a2e,99.0,2025-12-03,recurring
sub_1e068d_inv_1,usr_4f3cba26,0.0,2024-02-29,new
sub_08e7cf_inv_1,usr_b287d435,0.0,2024-01-21,new
sub_3aa07c_inv_1,usr_eefc3a20,0.0,2024-02-29,new
sub_9c107e_inv_1,usr_418fca0d,0.0,2024-08-06,new
sub_8a12b7_inv_1,usr_eacff906,0.0,2024-08-14,new
sub_ab06f2_inv_1,usr_efa7ceac,0.0,2024-03-03,new
sub_09e0c1_inv_1,usr_0e49bd9a,0.0,2024-10-13,new
sub_ebe2a3_inv_1,usr_cd7cee05,0.0,2024-12-20,new
sub_0b41da_inv_1,usr_b98e1055,0.0,2024-06-30,new
sub_396685_inv_1,usr_4b3ef317,0.0,2024-01-09,new
sub_043b7f_inv_1,usr_4b3ef317,29.0,2024-01-24,new
sub_631223_inv_1,usr_4b3ef317,29.0,2024-02-24,new
sub_631223_inv_2,usr_4b3ef317,29.0,2024-03-24,recurring
sub_631223_inv_3,usr_4b3ef317,29.0,2024-04-24,recurring
sub_631223_inv_4,usr_4b3ef317,29.0,2024-05-24,recurring
sub_631223_inv_5,usr_4b3ef317,29.0,2024-06-24,recurring
sub_631223_inv_6,usr_4b3ef317,29.0,2024-07-24,recurring
sub_631223_inv_7,usr_4b3ef317,29.0,2024-08-24,recurring
sub_631223_inv_8,usr_4b3ef317,29.0,2024-09-24,recurring
sub_631223_inv_9,usr_4b3ef317,29.0,2024-10-24,recurring
sub_631223_inv_10,usr_4b3ef317,29.0,2024-11-24,recurring
sub_631223_inv_11,usr_4b3ef317,29.0,2024-12-24,recurring
sub_631223_inv_12,usr_4b3ef317,29.0,2025-01-24,recurring
sub_631223_inv_13,usr_4b3ef317,29.0,2025-02-24,recurring
sub_631223_inv_14,usr_4b3ef317,29.0,2025-03-24,recurring
sub_631223_inv_15,usr_4b3ef317,29.0,2025-04-24,recurring
sub_631223_inv_16,usr_4b3ef317,29.0,2025-05-24,recurring
sub_631223_inv_17,usr_4b3ef317,29.0,2025-06-24,recurring
sub_631223_inv_18,usr_4b3ef317,29.0,2025-07-24,recurring
sub_631223_inv_19,usr_4b3ef317,29.0,2025-08-24,recurring
sub_631223_inv_20,usr_4b3ef317,29.0,2025-09-24,recurring
sub_631223_inv_21,usr_4b3ef317,29.0,2025-10-24,recurring
sub_631223_inv_22,usr_4b3ef317,29.0,2025-11-24,recurring
